# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_444	cds	286	1515	+	COBAOO_03370		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_A4VHU4
contig_444	cds	1524	5159	+	COBAOO_03375		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_Q9HWB8
contig_444	cds	5181	7346	-	COBAOO_03380	recD	RecBCD enzyme subunit RecD	SO:0001217, UniRef:UniRef50_A0A6H1UE35
contig_444	cds	7343	11080	-	COBAOO_03385	recB	RecBCD enzyme subunit RecB	SO:0001217, UniRef:UniRef50_W6QZA1
contig_444	cds	11077	14592	-	COBAOO_03390	recC	RecBCD enzyme subunit RecC	SO:0001217, UniRef:UniRef50_A0A081G1B9
contig_444	cds	14633	15316	-	COBAOO_03395		hypothetical protein	
contig_444	cds	15429	16319	-	COBAOO_03400		DMT family transporter	SO:0001217, UniRef:UniRef50_A0A1B8TJI1
contig_444	cds	16419	17222	+	COBAOO_03405		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DR97
contig_444	cds	17277	18482	+	COBAOO_03410		Chromate transporter	SO:0001217, UniRef:UniRef50_A0A2P1VUD6
contig_444	cds	18479	20095	-	COBAOO_03415		Chemotaxis protein	SO:0001217, UniRef:UniRef50_A0A0Q5EGJ2
contig_444	cds	20529	20780	+	COBAOO_03420		hypothetical protein	
contig_444	cds	20924	22393	+	COBAOO_03425		Phosphate transporter	SO:0001217, UniRef:UniRef50_Q7WB30
contig_444	cds	22462	25230	-	COBAOO_03430	pprA	Two-component sensor PprA	SO:0001217, UniRef:UniRef50_Q9HWA7
contig_444	cds	25240	25704	-	COBAOO_03435		Pilus assembly protein	SO:0001217, UniRef:UniRef50_A0A5E5QZS6
contig_444	cds	25810	26292	+	COBAOO_03440	fppA	type 4b pilus Flp prepilin peptidase	BlastRules:WP_003114986, SO:0001217, UniRef:UniRef50_A0A1C7BA75
contig_444	cds	26413	27240	+	COBAOO_03445	pprB	two-component response regulator PprB	BlastRules:WP_003114985, SO:0001217, UniRef:UniRef50_Q9HWA4
contig_444	cds	27266	28936	-	COBAOO_03450	tadG	type 4b pilus Flp biogenesis protein TadG	BlastRules:WP_003114984, SO:0001217, UniRef:UniRef50_A6VAW5
contig_444	cds	28961	29245	-	COBAOO_03455		DUF3613 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2D0ADL3
contig_444	cds	29268	30005	-	COBAOO_03460	tadD	type 4b pilus Flp biogenesis protein TadD	BlastRules:WP_003114982, SO:0001217, UniRef:UniRef50_Q9HWA1
contig_444	cds	30002	30913	-	COBAOO_03465	tadC	type 4b pilus Flp biogenesis protein TadC	BlastRules:WP_003103955, SO:0001217, UniRef:UniRef50_A0A3M5D9H1
contig_444	cds	30923	31807	-	COBAOO_03470	tadB	type 4b pilus Flp biogenesis protein TadB	BlastRules:WP_003114981, SO:0001217, UniRef:UniRef50_A0A024HN00
contig_444	cds	31804	33069	-	COBAOO_03475	tadA	type 4b pilus Flp biogenesis ATPase TadA	BlastRules:WP_003103953, SO:0001217, UniRef:UniRef50_A0A5E6PEJ2
contig_444	cds	33066	34250	-	COBAOO_03480	tadZ	type 4b pilus Flp biogenesis protein TadZ	BlastRules:WP_003093855, SO:0001217, UniRef:UniRef50_A6VAX1
contig_444	cds	34260	35510	-	COBAOO_03485	rcpA	type 4b pilus Flp secretin RcpA	BlastRules:WP_003107384, SO:0001217, UniRef:UniRef50_A0A0P9LGA6
contig_444	cds	35524	36435	-	COBAOO_03490	rcpC	type 4b pilus Flp biogenesis protein RcpC	BlastRules:WP_003114980, SO:0001217, UniRef:UniRef50_A0A3E1MWV3
contig_444	cds	36845	37057	+	COBAOO_03495	flp	type 4b pilus Flp major pilin	BlastRules:WP_003114978, SO:0001217, UniRef:UniRef50_A0A072ZC90
contig_444	cds	37246	39144	+	COBAOO_03500	pctA	Methyl-accepting chemotaxis protein PctA	SO:0001217, UniRef:UniRef50_G3XD24
contig_444	cds	39248	40738	-	COBAOO_03505		EF-hand domain-containing protein	SO:0001217, UniRef:UniRef50_A0A383RYG1
contig_444	cds	41138	43027	+	COBAOO_03510	pctA	methyl-accepting chemotaxis protein PctA	BlastRules:WP_003148125, SO:0001217, UniRef:UniRef50_G3XD24
contig_444	cds	43264	45153	+	COBAOO_03515	pctB	methyl-accepting chemotaxis protein PctB	BlastRules:WP_003148126, SO:0001217, UniRef:UniRef50_G3XD24
contig_444	cds	45470	46585	+	COBAOO_03520		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase	SO:0001217, UniRef:UniRef50_A0A3R8WWV7
contig_444	cds	46578	47339	+	COBAOO_03525		hypothetical protein	
contig_444	cds	47336	48337	+	COBAOO_03530		TIGR00374 family protein	SO:0001217, UniRef:UniRef50_A0A0R2ZGR5
contig_444	cds	48312	48524	-	COBAOO_03535		Response regulator	SO:0001217, UniRef:UniRef50_A0A1H0Q349
contig_444	cds	48574	49425	-	COBAOO_03540		Formyltetrahydrofolate deformylase	SO:0001217, UniRef:UniRef50_H6MZP6
contig_444	cds	49685	50059	+	COBAOO_03545	mvaT	transcriptional regulator MvaT	BlastRules:WP_003093888, SO:0001217, UniRef:UniRef50_I7BF70
contig_444	cds	50144	51586	-	COBAOO_03550		Exodeoxyribonuclease I	SO:0001217, UniRef:UniRef50_A0A0Q0ERI1
contig_444	cds	51811	52548	+	COBAOO_03555		putative integral membrane protein	SO:0001217, UniRef:UniRef50_A0A024HLT9
contig_444	cds	52634	53383	+	COBAOO_03560		RDD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2C5W4A1
contig_444	cds	53380	54360	+	COBAOO_03565		Integral membrane protein	SO:0001217, UniRef:UniRef50_A0A423DN04
contig_444	cds	54347	55918	+	COBAOO_03570		DUF4129 domain-containing protein	SO:0001217, UniRef:UniRef50_C1DSN4
contig_444	cds	55915	57192	+	COBAOO_03575		DUF4350 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A379IRW3
contig_444	cds	57189	58196	+	COBAOO_03580		ATPase	SO:0001217, UniRef:UniRef50_F3GJJ5
contig_444	cds	58193	59524	+	COBAOO_03585		DUF58 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P9MHE8
contig_444	cds	59529	59888	-	COBAOO_03590	pilZ	PilZ domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HBP1
contig_444	cds	59949	60371	-	COBAOO_03595		DUF4124 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HB43
contig_444	cds	60472	60849	-	COBAOO_03600		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_K9NPJ2
contig_444	cds	60949	61755	+	COBAOO_03605		Tetratricopeptide repeat protein	SO:0001217, UniRef:UniRef50_A0A024HCS6
contig_444	cds	61840	62754	+	COBAOO_03610	uspA	Universal stress protein UspA	SO:0001217, UniRef:UniRef50_U1ZJX5
contig_444	cds	62837	64288	+	COBAOO_03615		Pyruvate kinase	SO:0001217, UniRef:UniRef50_P43924
contig_444	cds	64367	65140	-	COBAOO_03620		Enoyl-CoA hydratase/isomerase family protein	SO:0001217, UniRef:UniRef50_A0A379II07
contig_444	cds	65206	66132	-	COBAOO_03625		Iron-sulfur-binding ferredoxin reductase	SO:0001217, UniRef:UniRef50_A0A024HCF2
contig_444	cds	66125	67252	-	COBAOO_03630		Diguanylate cyclase	SO:0001217, UniRef:UniRef50_F6AEF9
contig_444	cds	67530	69053	+	COBAOO_03635		Fumarate hydratase class I	SO:0001217, UniRef:UniRef50_W0DY75
contig_444	cds	69150	70469	-	COBAOO_03640	mntH	Divalent metal cation transporter MntH 1	SO:0001217, UniRef:UniRef50_Q9RPF3
contig_444	cds	70541	70849	-	COBAOO_03645		RHH-4 domain-containing protein	SO:0001217, UniRef:UniRef50_K9NEE5
contig_444	cds	70870	71451	-	COBAOO_03650		DJ-1/PfpI/YhbO family deglycase/protease	SO:0001217, UniRef:UniRef50_A0A0U5ERB1
contig_444	cds	71558	72169	-	COBAOO_03655		DUF2846 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HCE6
contig_444	cds	72263	73543	-	COBAOO_03660		Acyl-transf-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HCR8
contig_444	cds	73643	74800	-	COBAOO_03665		Phospholipase D domain protein	SO:0001217, UniRef:UniRef50_A0A379I9M9
contig_444	cds	74797	75369	-	COBAOO_03670	yceI	YceI domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7ZAM1
contig_444	cds	75434	76204	-	COBAOO_03675	iclR	IclR family transcriptional regulator	SO:0001217, UniRef:UniRef50_S6BMC3
contig_444	cds	76304	77788	-	COBAOO_03680		Indoleacetamide hydrolase	SO:0001217, UniRef:UniRef50_A0A068DCX7
contig_444	cds	77789	79108	-	COBAOO_03685		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5MSA4
contig_444	cds	79145	80365	-	COBAOO_03690		Amidohydrolase	SO:0001217, UniRef:UniRef50_A0A095G712
contig_444	cds	80530	81120	-	COBAOO_03695	yceI	YceI domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F0DYU6
contig_444	cds	81181	81516	-	COBAOO_03700		Amidase	SO:0001217, UniRef:UniRef50_A0A1H2FI50
contig_444	cds	81513	82628	-	COBAOO_03705		6-aminohexanoate-dimer hydrolase	SO:0001217, UniRef:UniRef50_A0A127MZS5
contig_444	cds	82696	83481	-	COBAOO_03710		Flavoprotein	SO:0001217, UniRef:UniRef50_A0A1L6KJ12
contig_444	cds	83566	84462	-	COBAOO_03715		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A024HCM7
contig_444	cds	84665	85420	+	COBAOO_03720		L-ornithine N(alpha)-acyltransferase	SO:0001217, UniRef:UniRef50_Q9HW51
contig_444	cds	85420	86196	+	COBAOO_03725		Lyso-ornithine lipid O-acyltransferase	SO:0001217, UniRef:UniRef50_Q9HW50
contig_444	cds	86193	87053	-	COBAOO_03730		Universal stress protein	SO:0001217, UniRef:UniRef50_A0A4P0TGI3
contig_444	cds	87203	87775	-	COBAOO_03735		ACP phosphodiesterase	SO:0001217, UniRef:UniRef50_A4VIN4
contig_444	cds	87928	88230	+	COBAOO_03740	pyeR	ArsR family transcriptional repressor PyeR	BlastRules:WP_003093978
contig_444	cds	88279	89445	+	COBAOO_03745		Arabinose transporter permease	SO:0001217, UniRef:UniRef50_A0A0M2KE03
contig_444	cds	89482	90534	+	COBAOO_03750		N-ethylmaleimide reductase	SO:0001217, UniRef:UniRef50_A0A5E7PG97
contig_444	cds	90595	90837	-	COBAOO_03755	feoC	FeoC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F6UGE2
contig_444	cds	90837	93137	-	COBAOO_03760		Ferrous iron transport protein B	SO:0001217, UniRef:UniRef50_A0A378E8S4
contig_444	cds	93155	93382	-	COBAOO_03765		Ferrous iron transport protein A	SO:0001217, UniRef:UniRef50_M4X1J3
contig_444	cds	93599	94435	-	COBAOO_03770		Glutamate synthase [NADPH] large chain	SO:0001217, UniRef:UniRef50_A0A0R2YX19
contig_444	cds	94726	94989	+	COBAOO_03775		DUF721 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HCQ2
contig_444	cds	94990	95979	-	COBAOO_03780		Sterol-4-alpha-carboxylate 3-dehydrogenase (Decarboxylating)	SO:0001217, UniRef:UniRef50_F6ACV1
contig_444	cds	96164	97222	+	COBAOO_03785		Sacchrp-dh-NADP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7DCE1
contig_444	cds	97223	98119	-	COBAOO_03790	argP	HTH-type transcriptional regulator ArgP	SO:0001217, UniRef:UniRef50_Q4K779
contig_444	cds	98223	98624	+	COBAOO_03795		Acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2U9T3P0
contig_444	cds	98626	99228	+	COBAOO_03800		Lysine efflux permease	SO:0001217, UniRef:UniRef50_Q2SLM5
contig_444	cds	99575	100156	+	COBAOO_03805		Superoxide dismutase	SO:0001217, UniRef:UniRef50_A0A484Z5B6
contig_444	cds	100337	102400	+	COBAOO_03810	bifA	cyclic-di-GMP phosphodiesterase BifA	BlastRules:WP_003094007, SO:0001217, UniRef:UniRef50_A0A3S4N9Z1
contig_444	cds	102401	103303	-	COBAOO_03815		RING-type E3 ubiquitin transferase	SO:0001217, UniRef:UniRef50_A0A1I5LT76
contig_444	cds	103305	103877	-	COBAOO_03820	lemA	LemA family protein	SO:0001217, UniRef:UniRef50_A0A5S9HK17
contig_444	cds	104071	105411	+	COBAOO_03825		Peptidase-M75 domain-containing protein	SO:0001217, UniRef:UniRef50_H2G031
contig_444	cds	105574	106995	+	COBAOO_03830		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_W6V2F5
contig_444	cds	107005	108069	+	COBAOO_03835		Peptidase-M75 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1M7P3P7
contig_444	cds	108080	109174	+	COBAOO_03840		Exported protein	SO:0001217, UniRef:UniRef50_A0A3M4S1Y0
contig_444	cds	109344	110474	+	COBAOO_03845	mexV	multidrug efflux RND transporter periplasmic adaptor subunit MexV	BlastRules:WP_003115243, SO:0001217, UniRef:UniRef50_A0A0C5E6T1
contig_444	cds	110525	113581	+	COBAOO_03850	mexW	multidrug efflux RND transporter permease subunit MexW	BlastRules:WP_003112762, SO:0001217, UniRef:UniRef50_G8Q6V3
contig_444	cds	113719	114915	+	COBAOO_03855		Nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A077LMP2
contig_444	cds	115040	115282	-	COBAOO_03860		Secreted protein	SO:0001217, UniRef:UniRef50_Q9HW25
contig_444	cds	115279	115983	-	COBAOO_03865	inaA	Lipopolysaccharide kinase InaA	SO:0001217, UniRef:UniRef50_A0A024HMQ1
contig_444	cds	115986	116669	-	COBAOO_03870	ubiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	SO:0001217, UniRef:UniRef50_A0A5E6ML67
contig_444	cds	116749	118029	-	COBAOO_03875		histidine kinase	SO:0001217, UniRef:UniRef50_A0A1X0ZYF3
contig_444	cds	118019	118702	-	COBAOO_03880		DNA-binding response regulator	SO:0001217, UniRef:UniRef50_S2L853
contig_444	cds	118919	119713	+	COBAOO_03885		acidPPc domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7BEP1
contig_444	cds	119656	119985	-	COBAOO_03890		hypothetical protein	PFAM:PF02641.18
contig_444	cds	120005	120388	-	COBAOO_03895	crcB	Putative fluoride ion transporter CrcB	SO:0001217, UniRef:UniRef50_Q6FF10
contig_444	ncRNA-region	120453	120515	-			Fluoride riboswitch (crcB)	RFAM:RF01734, SO:0000035
contig_444	cds	120618	121304	+	COBAOO_03900		hypothetical protein	PFAM:PF08857.14
contig_444	cds	121361	123004	-	COBAOO_03905		Chaperonin GroEL	SO:0001217, UniRef:UniRef50_Q5ZXP3
contig_444	cds	123055	123348	-	COBAOO_03910		Co-chaperonin GroES	SO:0001217, UniRef:UniRef50_Q6F8P5
contig_444	ncRNA-region	123382	123496	-			Pseudomon-groES RNA	RFAM:RF01721, SO:0005836
contig_444	cds	123544	124011	-	COBAOO_03915	fxsA	Membrane protein FxsA	SO:0001217, UniRef:UniRef50_N2JL88
contig_444	cds	124080	124814	-	COBAOO_03920		DUF2470 domain-containing protein	SO:0001217, UniRef:UniRef50_S6BMF2
contig_444	cds	124923	125681	+	COBAOO_03925		Cyclopentanol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2S2E3I2
contig_444	cds	125740	126669	-	COBAOO_03930		Peptide chain release factor RF-3	SO:0001217, UniRef:UniRef50_A0A1H5GNH4
contig_444	cds	126862	127830	-	COBAOO_03935		hypothetical protein	
contig_444	cds	127862	128245	+	COBAOO_03940		DNA-binding-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Y5WA94
contig_444	cds	128288	130072	+	COBAOO_03945	ampG	MFS transporter AmpG	BlastRules:WP_003112756, SO:0001217, UniRef:UniRef50_Q9X3S5
contig_444	cds	130128	130964	-	COBAOO_03950		Small-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_A0A072ZD80
contig_444	cds	131197	131676	-	COBAOO_03955		UPF0234 protein CBU_0114	SO:0001217, UniRef:UniRef50_Q83F37
contig_444	cds	131780	132880	+	COBAOO_03960		Response regulator receiver modulated diguanylate cyclase	SO:0001217, UniRef:UniRef50_W6R6I9
contig_444	cds	132917	133828	+	COBAOO_03965		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_A0A653Z1I6
contig_444	cds	133879	135975	+	COBAOO_03970		histidine kinase	SO:0001217, UniRef:UniRef50_A0A2C9ES60
contig_444	cds	135980	136558	+	COBAOO_03975		Corrinoid adenosyltransferase	SO:0001217, UniRef:UniRef50_M4WSE7
contig_444	cds	136629	137576	-	COBAOO_03980	mutT	Protein MutT	SO:0001217, UniRef:UniRef50_A0A448E0N0
contig_444	cds	137627	138262	-	COBAOO_03985		Maleylpyruvate isomerase	SO:0001217, UniRef:UniRef50_A0A518BSA7
contig_444	cds	138383	139600	-	COBAOO_03990	argJ	Arginine biosynthesis bifunctional protein ArgJ	SO:0001217, UniRef:UniRef50_P59612
contig_444	cds	139747	142497	-	COBAOO_03995	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_Q88N69
contig_444	cds	142631	143554	-	COBAOO_04000		Peptidase-M23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4WQJ0
contig_444	cds	143635	144096	+	COBAOO_04005		DUF721 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8D4C653
contig_444	cds	144157	145068	-	COBAOO_04010		UDP-3-O-acyl-N-acetylglucosamine deacetylase	SO:0001217, UniRef:UniRef50_Q3J796
contig_444	cds	145181	146365	-	COBAOO_04015	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_A0A1Z4C5E6
contig_444	cds	146416	147669	-	COBAOO_04020	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_P47203
contig_444	cds	147691	148554	-	COBAOO_04025	ftsQ	Cell division protein FtsQ	SO:0001217, UniRef:UniRef50_G3XDA7
contig_444	cds	148558	149517	-	COBAOO_04030		D-alanine--D-alanine ligase	SO:0001217, UniRef:UniRef50_A0A0H4I259
contig_444	cds	149514	150956	-	COBAOO_04035		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_Q2KVG1
contig_444	cds	150949	152022	-	COBAOO_04040		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q88N76
contig_444	cds	152012	153211	-	COBAOO_04045	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_A0A1Y0KW40
contig_444	cds	153211	154557	-	COBAOO_04050		UDP-N-acetylmuramoylalanine--D-glutamate ligase	SO:0001217, UniRef:UniRef50_Q9HVZ9
contig_444	cds	154571	155653	-	COBAOO_04055		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_Q728U5
contig_444	cds	155653	157029	-	COBAOO_04060		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_A0A0P9PPX7
contig_444	cds	157022	158485	-	COBAOO_04065		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	SO:0001217, UniRef:UniRef50_Q87WY0
contig_444	cds	158485	160224	-	COBAOO_04070	ftsI	peptidoglycan D,D-transpeptidase FtsI	BlastRules:WP_003094139, EC:3.4.16.4, SO:0001217, UniRef:UniRef50_G3XD46
contig_444	cds	160221	160514	-	COBAOO_04075	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_S6AMP1
contig_444	cds	160511	161452	-	COBAOO_04080		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_A0A1Q8T0F5
contig_444	cds	161455	161859	-	COBAOO_04085	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_A0A0D5XVB3
contig_444	ncRNA	162225	162574	-	COBAOO_04090	RNaseP_bact_a	Bacterial RNase P class A	RFAM:RF00010, SO:0000386
contig_444	cds	162615	163463	-	COBAOO_04095		Ribosomal RNA small subunit methyltransferase I	SO:0001217, UniRef:UniRef50_Q4K6I3
contig_444	cds	163590	165404	+	COBAOO_04100		Penicillin-binding protein activator	SO:0001217, UniRef:UniRef50_W8R1B8
contig_444	cds	165533	165778	+	COBAOO_04105		hypothetical protein	
contig_444	cds	165807	166400	+	COBAOO_04110		Phosphoheptose isomerase	SO:0001217, UniRef:UniRef50_C1DQ86
contig_444	cds	166397	166975	+	COBAOO_04115		Phospholipid-binding protein	SO:0001217, UniRef:UniRef50_E2XLS7
contig_444	cds	167032	167439	-	COBAOO_04120		hypothetical protein	
contig_444	cds	167451	168068	-	COBAOO_04125		Stringent starvation protein A	SO:0001217, UniRef:UniRef50_A0A3M3EQ11
contig_444	cds	168154	168936	-	COBAOO_04130		Ubiquinol--cytochrome C reductase, cytochrome C1 subunit	SO:0001217, UniRef:UniRef50_K9NPS6
contig_444	cds	168936	170147	-	COBAOO_04135		Cytochrome b	SO:0001217, UniRef:UniRef50_Q0F3L8
contig_444	cds	170147	170740	-	COBAOO_04140		Ubiquinol-cytochrome c reductase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_A0A5S9QD09
contig_444	cds	170990	171382	-	COBAOO_04145		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_B9MD53
contig_444	cds	171397	171825	-	COBAOO_04150		50S ribosomal protein L13	SO:0001217, UniRef:UniRef50_P70974
contig_444	cds	172071	173108	+	COBAOO_04155		General stress protein 69	SO:0001217, UniRef:UniRef50_A0A0B7DHQ3
contig_444	cds	173193	174329	-	COBAOO_04160		Putative acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_H0E976
contig_444	cds	174493	175491	+	COBAOO_04165	glxA	GlxA family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6M8FPG7
contig_444	cds	175650	176612	+	COBAOO_04170		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HMJ1
contig_444	cds	176677	177771	-	COBAOO_04175	zapE	Cell division protein ZapE	SO:0001217, UniRef:UniRef50_A0A1D9GHL5
contig_444	cds	177866	179212	-	COBAOO_04180		Tryptophan--tRNA ligase	SO:0001217, UniRef:UniRef50_Q9HVX6
contig_444	cds	179280	179909	-	COBAOO_04185		Thioesterase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HMX0
contig_444	cds	180054	180500	+	COBAOO_04190		Cytochrome d ubiquinol oxidase subunit III (Cytochrome bd-I oxidase subunit III)	SO:0001217, UniRef:UniRef50_A0A177YRY1
contig_444	cds	180574	182475	-	COBAOO_04195		Bifunctional enzyme CysN/CysC	SO:0001217, UniRef:UniRef50_Q7UMW2
contig_444	cds	182487	183404	-	COBAOO_04200		Sulfate adenylyltransferase subunit 2	SO:0001217, UniRef:UniRef50_P52995
contig_444	cds	183749	184852	+	COBAOO_04205		Lytic murein transglycosylase B	SO:0001217, UniRef:UniRef50_A0A1Y3KL29
contig_444	cds	184839	185597	-	COBAOO_04210		Nif3-like dinuclear metal center hexameric protein	SO:0001217, UniRef:UniRef50_A0A1D9INY6
contig_444	cds	185714	186883	+	COBAOO_04215	algW	protease AlgW	BlastRules:WP_003098831, SO:0001217, UniRef:UniRef50_A0A101LSD5
contig_444	cds	186926	187981	-	COBAOO_04220		Histidinol-phosphate aminotransferase 2	SO:0001217, UniRef:UniRef50_Q47AL9
contig_444	cds	187984	189306	-	COBAOO_04225		Histidinol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A380MVJ6
contig_444	cds	189432	190067	-	COBAOO_04230		ATP phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A6T382
contig_444	cds	190085	191350	-	COBAOO_04235		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2	SO:0001217, UniRef:UniRef50_Q5WY61
contig_444	cds	191371	191610	-	COBAOO_04240	bolA	BolA family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A024HLG2
contig_444	ncRNA	191662	191723	-	COBAOO_04245	P35	Pseudomonas sRNA P35	RFAM:RF01677, SO:0000655
contig_444	cds	191727	192035	-	COBAOO_04250		STAS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HLX3
contig_444	cds	192032	192679	-	COBAOO_04255		Toluene tolerance protein ttg2D	SO:0001217, UniRef:UniRef50_Q9Z3Z9
contig_444	cds	192691	193164	-	COBAOO_04260		Organic solvent ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W5YMY6
contig_444	cds	193165	193962	-	COBAOO_04265	mlaE	Intermembrane phospholipid transport system permease protein MlaE	SO:0001217, UniRef:UniRef50_P45030
contig_444	cds	193962	194771	-	COBAOO_04270		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2I7N4B7
contig_444	cds	194975	195067	-	COBAOO_04275		hypothetical protein	
contig_444	cds	195190	196164	+	COBAOO_04280	kdsD	arabinose-5-phosphate isomerase KdsD	BlastRules:WP_003134758, EC:5.3.1.13, SO:0001217, UniRef:UniRef50_A0A0G3CMP7
contig_444	cds	196164	196703	+	COBAOO_04285	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	SO:0001217, UniRef:UniRef50_S6AFU2
contig_444	cds	196712	197284	+	COBAOO_04290	lptC	Lipopolysaccharide export system protein LptC	SO:0001217, UniRef:UniRef50_A0A0K1XGQ0
contig_444	cds	197271	197798	+	COBAOO_04295	lptA	Lipopolysaccharide export system protein LptA	SO:0001217, UniRef:UniRef50_G8Q9D4
contig_444	cds	197798	198523	+	COBAOO_04300	lptB	Lipopolysaccharide export system ATP-binding protein LptB	SO:0001217, UniRef:UniRef50_A0A367MGL4
contig_444	cds	198749	200242	+	COBAOO_04305	rpoN	RNA polymerase factor sigma-54	SO:0001217, UniRef:UniRef50_P0A171, VFDB:VFC0001, VFDB:VFG042736
contig_444	cds	200320	200628	+	COBAOO_04310	raiA	Ribosome-associated translation inhibitor RaiA	SO:0001217, UniRef:UniRef50_U5T5D9
contig_444	cds	200642	201106	+	COBAOO_04315		Nitrogen regulatory protein	SO:0001217, UniRef:UniRef50_A0A2K4VPD1
contig_444	cds	201108	201968	+	COBAOO_04320		Nucleotide-binding protein PSPTO_4456	SO:0001217, UniRef:UniRef50_Q87WT7
contig_444	cds	201998	202270	+	COBAOO_04325		Phosphocarrier protein HPr	SO:0001217, UniRef:UniRef50_Q9Z426
contig_444	cds	202301	203290	-	COBAOO_04330		hypothetical protein	
contig_444	cds	203421	203657	-	COBAOO_04335		hypothetical protein	PFAM:PF01381.25
contig_444	cds	203752	203982	+	COBAOO_04340		Regulatory protein	SO:0001217, UniRef:UniRef50_A0A1C7BNW2
contig_444	cds	203993	206686	+	COBAOO_04345		Toprim domain-containing protein	SO:0001217, UniRef:UniRef50_A0A263NQC3
contig_444	cds	207117	207317	+	COBAOO_04350		hypothetical protein	
contig_444	cds	207289	207690	+	COBAOO_04355		QslA-E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7BCK5
contig_444	cds	207706	208062	+	COBAOO_04360		ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A1C7BFX3
contig_444	cds	208130	208543	+	COBAOO_04365		Arm-DNA-bind-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4D6FS86
