# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	685086	685619	+	OIFKLK_03225		Bacteriophage protein	SO:0001217, UniRef:UniRef50_Q9S577
contig_1	cds	685621	687726	+	OIFKLK_03230		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A0P0AJH7
contig_1	cds	687734	688174	+	OIFKLK_03235		Phage tail protein	SO:0001217, UniRef:UniRef50_A5A5F7
contig_1	cds	688217	689377	+	OIFKLK_03240		Putative prophage major tail sheath protein	SO:0001217, UniRef:UniRef50_Q02TE1
contig_1	cds	689390	689893	+	OIFKLK_03245		Phage major tail tube protein	SO:0001217, UniRef:UniRef50_A0A1H0BDF0
contig_1	cds	689908	690252	+	OIFKLK_03250		Phage tail assembly protein	SO:0001217, UniRef:UniRef50_A0A024HBU0
contig_1	cds	690422	692659	+	OIFKLK_03255		Phage tail tape measure protein	SO:0001217, UniRef:UniRef50_Q9S570
contig_1	cds	692669	693541	+	OIFKLK_03260		Phage tail protein	SO:0001217, UniRef:UniRef50_A6UZD0
contig_1	cds	693516	693722	+	OIFKLK_03265		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A024HBS2
contig_1	cds	693780	694769	+	OIFKLK_03270		Late control protein	SO:0001217, UniRef:UniRef50_A0A1Q9QX31
contig_1	cds	694802	695431	+	OIFKLK_03275		glycoside hydrolase family 19 protein	SO:0001217, UniRef:UniRef50_UPI000FF2BBFD
contig_1	cds	695428	695790	+	OIFKLK_03280		DUF2802 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6A9K0L7
contig_1	cds	695787	696044	+	OIFKLK_03285		hypothetical protein	
contig_1	cds	696392	696997	+	OIFKLK_03290		Anthranilate synthase	SO:0001217, UniRef:UniRef50_A0A120AHQ6
contig_1	cds	696999	698048	+	OIFKLK_03295		Anthranilate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q604F8
contig_1	cds	698045	698881	+	OIFKLK_03300		Indole-3-glycerol phosphate synthase	SO:0001217, UniRef:UniRef50_A4SV52
contig_1	cds	698943	699587	-	OIFKLK_03305	vfr	cAMP-regulatory protein	SO:0001217, UniRef:UniRef50_P55222, VFDB:VFC0001, VFDB:VFG042734
contig_1	cds	699859	700281	+	OIFKLK_03310		Osmotically inducible protein C	SO:0001217, UniRef:UniRef50_A0A238IYP6
contig_1	cds	700601	701395	+	OIFKLK_03315		S-adenosylmethionine decarboxylase proenzyme	SO:0001217, UniRef:UniRef50_A1WYT0
contig_1	cds	701450	702097	-	OIFKLK_03320		3-demethoxyubiquinol 3-hydroxylase	SO:0001217, UniRef:UniRef50_B0TZT4
contig_1	cds	702197	702535	-	OIFKLK_03325		HIT domain-containing protein	SO:0001217, UniRef:UniRef50_F8H9A1
contig_1	cds	702614	704095	+	OIFKLK_03330	ftsH	ATP-dependent zinc metalloprotease FtsH	SO:0001217, UniRef:UniRef50_A0A391NPB4
contig_1	cds	704135	704935	-	OIFKLK_03335		Short-chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1G5PFR6
contig_1	cds	704996	706072	-	OIFKLK_03340		DUF805 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HNL9
contig_1	cds	706194	707162	-	OIFKLK_03345		Dioxygenases related to 2-nitropropane dioxygenase	SO:0001217, UniRef:UniRef50_G8Q091
contig_1	cds	707179	707601	-	OIFKLK_03350		Protoporphyrinogen IX oxidase	SO:0001217, UniRef:UniRef50_A0A0J6S6A6
contig_1	cds	707892	708926	+	OIFKLK_03355		N-acetyl-gamma-glutamyl-phosphate reductase	SO:0001217, UniRef:UniRef50_Q9I5Q9
contig_1	cds	708926	709645	+	OIFKLK_03360		hypothetical protein	
contig_1	cds	709655	710068	+	OIFKLK_03365	ccmA	Cell shape determination protein CcmA	SO:0001217, UniRef:UniRef50_F6AJ85
contig_1	cds	710146	710496	+	OIFKLK_03370	erpA	Iron-sulfur cluster insertion protein ErpA	SO:0001217, UniRef:UniRef50_A0A2E1PPT0
contig_1	cds	710550	711641	-	OIFKLK_03375		Anhydro-N-acetylmuramic acid kinase	SO:0001217, UniRef:UniRef50_Q9I5Q5
contig_1	cds	711644	713083	-	OIFKLK_03380	yebA	Metalloprotease YebA	SO:0001217, UniRef:UniRef50_A0A2C9EUE2
contig_1	cds	713272	714471	+	OIFKLK_03385		Tyrosine--tRNA ligase 2	SO:0001217, UniRef:UniRef50_Q9I5Q3
contig_1	rRNA	715011	716546	+	OIFKLK_03390	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	716611	716687	+	OIFKLK_03395	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	tRNA	716716	716791	+	OIFKLK_03400	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	rRNA	717018	719908	+	OIFKLK_03405	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	rRNA	720052	720167	+	OIFKLK_03410	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	cds	720329	721267	+	OIFKLK_03415	birA	Bifunctional ligase/repressor BirA	SO:0001217, UniRef:UniRef50_A0A080VK66
contig_1	cds	721264	722010	+	OIFKLK_03420		Type III pantothenate kinase	SO:0001217, UniRef:UniRef50_B7V628
contig_1	cds	722019	722723	+	OIFKLK_03425		Sporulation protein	SO:0001217, UniRef:UniRef50_I4CXQ1
contig_1	tRNA	722871	722955	+	OIFKLK_03430	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	tRNA	722982	723055	+	OIFKLK_03435	trnG	tRNA-Gly(tcc)	SO:0000260
contig_1	tRNA	723075	723150	+	OIFKLK_03440	trnT	tRNA-Thr(ggt)	SO:0000270
contig_1	cds	723235	724428	+	OIFKLK_03445		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A7C3WEN6
contig_1	tRNA	724484	724559	+	OIFKLK_03450	trnW	tRNA-Trp(cca)	SO:0000271
contig_1	cds	724632	725009	-	OIFKLK_03455		hypothetical protein	
contig_1	cds	725037	725516	+	OIFKLK_03460	nusG	Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_Q9KV35
contig_1	cds	725633	726064	+	OIFKLK_03465		50S ribosomal protein L11	SO:0001217, UniRef:UniRef50_P62441
contig_1	cds	726064	726759	+	OIFKLK_03470		50S ribosomal protein L1	SO:0001217, UniRef:UniRef50_Q1LSY0
contig_1	ncRNA	726766	726958	-	OIFKLK_03475	P27	Pseudomonas sRNA P27	RFAM:RF01674, SO:0000655
contig_1	cds	726958	727458	+	OIFKLK_03480		50S ribosomal protein L10	SO:0001217, UniRef:UniRef50_A1WVD1
contig_1	cds	727537	727905	+	OIFKLK_03485		50S ribosomal protein L7/L12	SO:0001217, UniRef:UniRef50_P02397
contig_1	ncRNA	727911	727976	+	OIFKLK_03490	P26	Pseudomonas sRNA P26	RFAM:RF00630, SO:0000655
contig_1	cds	728127	732200	+	OIFKLK_03495		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_Q51561
contig_1	cds	732266	736465	+	OIFKLK_03500		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_Q9CEN7
contig_1	ncRNA-region	736496	736617	+			Pseudomonas rpsL leader	RFAM:RF01773, SO:0000140
contig_1	cds	736617	736988	+	OIFKLK_03505		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A1TYJ2
contig_1	cds	737088	737558	+	OIFKLK_03510		30S ribosomal protein S7	SO:0001217, UniRef:UniRef50_Q8EK72
contig_1	cds	737589	739709	+	OIFKLK_03515		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9HWD2
contig_1	cds	739740	740933	+	OIFKLK_03520		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A7C3WEN6
contig_1	cds	741090	741401	+	OIFKLK_03525		30S ribosomal protein S10	SO:0001217, UniRef:UniRef50_Q9CDW1
contig_1	cds	741484	742119	+	OIFKLK_03530		50S ribosomal protein L3	SO:0001217, UniRef:UniRef50_Q6CZX0
contig_1	cds	742133	742735	+	OIFKLK_03535		50S ribosomal protein L4	SO:0001217, UniRef:UniRef50_A1AVK1
contig_1	cds	742732	743031	+	OIFKLK_03540		50S ribosomal protein L23	SO:0001217, UniRef:UniRef50_A0A2E6YXN9
contig_1	cds	743043	743864	+	OIFKLK_03545		50S ribosomal protein L2	SO:0001217, UniRef:UniRef50_Q605B5
contig_1	cds	743881	744156	+	OIFKLK_03550		30S ribosomal protein S19	SO:0001217, UniRef:UniRef50_P62660
contig_1	cds	744169	744501	+	OIFKLK_03555		50S ribosomal protein L22	SO:0001217, UniRef:UniRef50_P59558
contig_1	cds	744514	745200	+	OIFKLK_03560		30S ribosomal protein S3	SO:0001217, UniRef:UniRef50_B7IA33
contig_1	cds	745212	745625	+	OIFKLK_03565		50S ribosomal protein L16	SO:0001217, UniRef:UniRef50_A6T3J7
contig_1	cds	745625	745816	+	OIFKLK_03570		50S ribosomal protein L29	SO:0001217, UniRef:UniRef50_Q3IFM4
contig_1	cds	745819	746085	+	OIFKLK_03575		30S ribosomal protein S17	SO:0001217, UniRef:UniRef50_Q3B6F3
contig_1	cds	746109	746477	+	OIFKLK_03580		50S ribosomal protein L14	SO:0001217, UniRef:UniRef50_Q5SHP8
contig_1	cds	746490	746804	+	OIFKLK_03585		50S ribosomal protein L24	SO:0001217, UniRef:UniRef50_C5BQ72
contig_1	cds	746824	747363	+	OIFKLK_03590		50S ribosomal protein L5	SO:0001217, UniRef:UniRef50_A0QSG1
contig_1	cds	747377	747682	+	OIFKLK_03595		30S ribosomal protein S14	SO:0001217, UniRef:UniRef50_A0A2D7L605
contig_1	cds	747872	748264	+	OIFKLK_03600		30S ribosomal protein S8	SO:0001217, UniRef:UniRef50_A6UZK2
contig_1	cds	748276	748809	+	OIFKLK_03605		50S ribosomal protein L6	SO:0001217, UniRef:UniRef50_Q0VSI8
contig_1	cds	748820	749170	+	OIFKLK_03610		50S ribosomal protein L18	SO:0001217, UniRef:UniRef50_Q820Q8
contig_1	cds	749174	749674	+	OIFKLK_03615		30S ribosomal protein S5	SO:0001217, UniRef:UniRef50_F7XY56
contig_1	cds	749677	749853	+	OIFKLK_03620		50S ribosomal protein L30	SO:0001217, UniRef:UniRef50_B0U0X1
contig_1	cds	749857	750291	+	OIFKLK_03625		50S ribosomal protein L15	SO:0001217, UniRef:UniRef50_Q4FUD7
contig_1	cds	750292	751620	+	OIFKLK_03630	secY	Protein translocase subunit SecY	SO:0001217, UniRef:UniRef50_A0A7C5CA35
contig_1	cds	751649	751765	+	OIFKLK_03635		50S ribosomal protein L36	SO:0001217, UniRef:UniRef50_B1XSS3
contig_1	ncRNA-region	751833	751928	+			Alpha operon ribosome binding site	RFAM:RF00140, SO:0000139
contig_1	cds	751896	752252	+	OIFKLK_03640		30S ribosomal protein S13	SO:0001217, UniRef:UniRef50_P59753
contig_1	cds	752271	752660	+	OIFKLK_03645		30S ribosomal protein S11	SO:0001217, UniRef:UniRef50_P44379
contig_1	cds	752677	753297	+	OIFKLK_03650		30S ribosomal protein S4	SO:0001217, UniRef:UniRef50_P44373
contig_1	cds	753320	754321	+	OIFKLK_03655		DNA-directed RNA polymerase subunit alpha	SO:0001217, UniRef:UniRef50_A1JS01
contig_1	cds	754365	754754	+	OIFKLK_03660		50S ribosomal protein L17	SO:0001217, UniRef:UniRef50_A4WFA2
contig_1	cds	755036	756484	+	OIFKLK_03665	katA	catalase KatA	BlastRules:WP_003103909, EC:1.11.1.6, SO:0001217, UniRef:UniRef50_G1XZN9
contig_1	cds	756615	757079	+	OIFKLK_03670		hypothetical protein	PFAM:PF00210.27
contig_1	cds	757151	759988	-	OIFKLK_03675		UvrABC system protein A	SO:0001217, UniRef:UniRef50_P0A698
contig_1	cds	760202	761590	+	OIFKLK_03680		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3T4V3
contig_1	cds	761607	762104	+	OIFKLK_03685		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A3R7SNE1
contig_1	cds	762193	763623	-	OIFKLK_03690	pchA	salicylate biosynthesis isochorismate synthase PchA	SO:0001217, UniRef:UniRef50_Q51508, VFDB:VFC0272, VFDB:VFG000171
contig_1	cds	763620	763925	-	OIFKLK_03695	pchB	isochorismate lyase PchB	BlastRules:WP_003106950, EC:4.2.99.21
contig_1	cds	763925	764680	-	OIFKLK_03700	pchC	pyochelin biosynthesis editing thioesterase PchC	BlastRules:WP_003114687, SO:0001217, UniRef:UniRef50_A0A232DMZ7
contig_1	cds	764677	766320	-	OIFKLK_03705	pchD	pyochelin biosynthesis salicyl-AMP ligase PchD	BlastRules:WP_003114688, EC:2.7.7.-, SO:0001217, UniRef:UniRef50_A0A2X3HEX6
contig_1	cds	766550	767440	+	OIFKLK_03710	pchR	pyochelin biosynthesis transcriptional regulator PchR	BlastRules:WP_003106955
contig_1	cds	767634	771950	+	OIFKLK_03715	pchE	pyochelin non-ribosomal peptide synthetase PchE	BlastRules:WP_003148110, SO:0001217, UniRef:UniRef50_UPI0005778EE5
contig_1	cds	771947	777376	+	OIFKLK_03720	pchF	pyochelin non-ribosomal peptide synthetase PchF	BlastRules:WP_003148107, SO:0001217, UniRef:UniRef50_UPI0021B00183
contig_1	cds	777373	778422	+	OIFKLK_03725	pchG	pyochelin biosynthesis thiazoline reductase PchG	BlastRules:WP_003115080, SO:0001217, UniRef:UniRef50_A0A0C5DY33
contig_1	cds	778419	780131	+	OIFKLK_03730	pchH	ABC transporter ATP-binding protein PchH	BlastRules:WP_003115081, SO:0001217, UniRef:UniRef50_A0A3S4N2H1
contig_1	cds	780128	781852	+	OIFKLK_03735	pchI	ABC transporter ATP-binding protein PchI	BlastRules:WP_003115082, SO:0001217, UniRef:UniRef50_A0A2X1GAB1
contig_1	cds	781944	784106	+	OIFKLK_03740	fptA	Fe(3+)-pyochelin receptor FptA	BlastRules:WP_003111969, SO:0001217, UniRef:UniRef50_P42512
contig_1	cds	784106	784387	+	OIFKLK_03745	fptB	Protein FptB	SO:0001217, UniRef:UniRef50_P42513
contig_1	cds	784389	785894	+	OIFKLK_03750		Uncharacterized protein PA4219	SO:0001217, UniRef:UniRef50_P42514
contig_1	cds	785887	787131	+	OIFKLK_03755		transporter	SO:0001217, UniRef:UniRef50_A0A498RTB7, VFDB:VFC0272, VFDB:VFG044096
contig_1	cds	787227	788435	-	OIFKLK_03760	phzM	pyocyanin biosynthetic protein PhzM	BlastRules:WP_003115086, SO:0001217, UniRef:UniRef50_UPI000ADC0E7F
contig_1	cds	788615	789259	-	OIFKLK_03765	phzG	phenazine biosynthesis FMN-dependent oxidase PhzG	BlastRules:WP_003112073, BlastRules:WP_106698607, SO:0001217, UniRef:UniRef50_Q51793
contig_1	cds	789285	790121	-	OIFKLK_03770	phzF	phenazine biosynthesis protein PhzF	BlastRules:WP_003093628, SO:0001217, UniRef:UniRef50_A0A1B4FQB3
contig_1	cds	790135	792018	-	OIFKLK_03775	phzE	phenazine biosynthesis protein PhzE	BlastRules:WP_003118954, SO:0001217, UniRef:UniRef50_Q51791
contig_1	cds	792015	792638	-	OIFKLK_03780	phzD	phenazine biosynthesis protein PhzD	BlastRules:WP_003093625, SO:0001217, UniRef:UniRef50_A0A7W8VD51
contig_1	cds	792635	793852	-	OIFKLK_03785	phzC	phenazine biosynthesis protein PhzC	BlastRules:WP_003093621, SO:0001217, UniRef:UniRef50_A0A0C4K8G0
contig_1	cds	793888	794376	-	OIFKLK_03790	phzB	phenazine biosynthesis protein PhzB	BlastRules:WP_003114730, SO:0001217, UniRef:UniRef50_Q6D3P1
contig_1	cds	794406	794894	-	OIFKLK_03795	phzA	phenazine biosynthesis protein PhzA	BlastRules:WP_003114729, BlastRules:WP_003117657, SO:0001217, UniRef:UniRef50_A0A8G3SYN2
contig_1	cds	795591	796595	+	OIFKLK_03800	phzM	phenazine-1-carboxylate N-methyltransferase PhzM	BlastRules:WP_003093617, SO:0001217, UniRef:UniRef50_Q9HWH2
contig_1	cds	796816	797184	-	OIFKLK_03805		Mor domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U7ELF4
contig_1	cds	797181	797729	-	OIFKLK_03810		DUF2192 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V0B6H2
contig_1	cds	797729	798295	-	OIFKLK_03815		DUF1018 domain-containing protein	SO:0001217, UniRef:UniRef50_Q5ZR14
contig_1	cds	798282	798749	-	OIFKLK_03820		Transposase	SO:0001217, UniRef:UniRef50_V6AI13
contig_1	cds	798749	798940	-	OIFKLK_03825		50S ribosomal protein L29	SO:0001217, UniRef:UniRef50_A0A0D5Y2W6
contig_1	cds	798942	799631	-	OIFKLK_03830		DUF2786 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H6CB33
contig_1	cds	799633	800256	-	OIFKLK_03835		Sulfate transporter	SO:0001217, UniRef:UniRef50_A0A7V8FBW5
contig_1	cds	800249	800449	-	OIFKLK_03840		MJ0042 family finger-like domain-containing protein	SO:0001217, UniRef:UniRef50_J9SNK1
contig_1	cds	800442	800975	-	OIFKLK_03845		hypothetical protein	
contig_1	cds	800965	801645	-	OIFKLK_03850		Rab-GAP TBC domain-containing protein	SO:0001217, UniRef:UniRef50_J9SNC1
contig_1	cds	801645	801929	-	OIFKLK_03855		Phage protein	SO:0001217, UniRef:UniRef50_A0A0P0AIA4
contig_1	cds	801926	802267	-	OIFKLK_03860		ZT-dimer domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S4L2Y3
contig_1	cds	802269	803435	-	OIFKLK_03865		hypothetical protein	PFAM:PF13401.9
contig_1	cds	803435	805219	-	OIFKLK_03870		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I5Z5G3
contig_1	cds	805223	806197	-	OIFKLK_03875		ATPase	SO:0001217, UniRef:UniRef50_A0A0A8RBM7
contig_1	cds	806207	806521	-	OIFKLK_03880		HTH iclR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RBZ7
contig_1	cds	806518	806778	-	OIFKLK_03885		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0A8R9M5
contig_1	cds	806771	807259	-	OIFKLK_03890		AMP-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HBB3
contig_1	cds	807892	808122	-	OIFKLK_03895		hypothetical protein	
contig_1	cds	808584	809087	+	OIFKLK_03900		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0C6EAK1
contig_1	cds	809239	809535	+	OIFKLK_03905		Holin	SO:0001217, UniRef:UniRef50_A0A024HC29
contig_1	cds	809538	809696	+	OIFKLK_03910		Holin	SO:0001217, UniRef:UniRef50_A0A5A4N1J9
contig_1	cds	809693	810322	+	OIFKLK_03915		Lytic transglycosylase	SO:0001217, UniRef:UniRef50_A0A1B9L795
contig_1	cds	810524	811147	+	OIFKLK_03920		Lysis protein	SO:0001217, UniRef:UniRef50_J9SVX5
contig_1	cds	811147	811467	+	OIFKLK_03925		DUF2730 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I5Z4N7
contig_1	cds	811464	811766	+	OIFKLK_03930		HTH-12 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5S9Q2E3
contig_1	cds	811769	812317	+	OIFKLK_03935		DUF3486 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7H5AC70
contig_1	cds	812319	813992	+	OIFKLK_03940		putative terminase, large subunit gp28	SO:0001217, UniRef:UniRef50_Q9T1W6
contig_1	cds	813986	815560	+	OIFKLK_03945		DUF935 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A5C1L9
contig_1	cds	815550	816788	+	OIFKLK_03950		Phage-Mu-F domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7WIK3
contig_1	cds	816790	817365	+	OIFKLK_03955		Phage virion morphogenesis protein	SO:0001217, UniRef:UniRef50_Q5ZQY1
contig_1	cds	817576	818685	+	OIFKLK_03960		Protease (I) and scaffold (Z) protein	SO:0001217, UniRef:UniRef50_A0A1B8TFC6
contig_1	cds	818691	819095	+	OIFKLK_03965		DUF1254 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Y3W5L3
contig_1	cds	819110	820006	+	OIFKLK_03970		Mu-like-gpT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C2DEE9
contig_1	cds	820456	820971	+	OIFKLK_03975		Mu-like prophage protein gp36	SO:0001217, UniRef:UniRef50_A0A1B8TF50
contig_1	cds	820968	821420	+	OIFKLK_03980		hypothetical protein	
contig_1	cds	821417	821620	+	OIFKLK_03985		hypothetical protein	
contig_1	cds	821627	822367	+	OIFKLK_03990		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A024HC42
contig_1	cds	822370	822852	+	OIFKLK_03995		Bacteriophage protein	SO:0001217, UniRef:UniRef50_J9STT8
contig_1	cds	823151	826747	+	OIFKLK_04000		Tail length tape measure protein	SO:0001217, UniRef:UniRef50_Q5ZQW6
contig_1	cds	826747	827703	+	OIFKLK_04005		Virion structural protein	SO:0001217, UniRef:UniRef50_A0A0S4L083
contig_1	cds	827706	828629	+	OIFKLK_04010		Virion structural protein	SO:0001217, UniRef:UniRef50_Q6TM54
contig_1	cds	828632	830338	+	OIFKLK_04015		Virion structural protein	SO:0001217, UniRef:UniRef50_A0A0S4L0R5
contig_1	cds	830325	831143	+	OIFKLK_04020		hypothetical protein	
contig_1	cds	831153	831383	+	OIFKLK_04025		hypothetical protein	
contig_1	cds	831597	833807	+	OIFKLK_04030		Phage-tail-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A5C1T3
contig_1	cds	833804	834952	+	OIFKLK_04035		Glycoprotein	SO:0001217, UniRef:UniRef50_Q6TM48
contig_1	cds	834949	835239	+	OIFKLK_04040		(d)CMP kinase	SO:0001217, UniRef:UniRef50_A0A8G3R2C1
contig_1	cds	835539	836333	+	OIFKLK_04045		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A5S9P2P2
contig_1	cds	836452	837258	+	OIFKLK_04050	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	NCBIProtein:WP_003113011.1, SO:0001217, UniRef:UniRef50_A0A318THA2
contig_1	cds	837369	837938	-	OIFKLK_04055		Periplasmic protein-like protein	SO:0001217, UniRef:UniRef50_A0A7W7KG54
contig_1	cds	838016	840202	-	OIFKLK_04060	bphP	bacteriophytochrome BphP	BlastRules:WP_003101278, SO:0001217, UniRef:UniRef50_Q9HWR3
contig_1	cds	840230	840817	-	OIFKLK_04065		Heme oxygenase	SO:0001217, UniRef:UniRef50_A6UZX7
contig_1	cds	840935	842320	-	OIFKLK_04070		AMP nucleosidase	SO:0001217, UniRef:UniRef50_A0A6V7DNL7
contig_1	cds	842740	843249	+	OIFKLK_04075		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RD46
contig_1	cds	843403	844593	+	OIFKLK_04080		Sugar efflux transporter	SO:0001217, UniRef:UniRef50_P31122
contig_1	cds	844721	848974	+	OIFKLK_04085		histidine kinase	SO:0001217, UniRef:UniRef50_A0A2A3MFV4
contig_1	cds	849138	849536	-	OIFKLK_04090		Ribosomal protein S3AE	SO:0001217, UniRef:UniRef50_A0A089WRK0
contig_1	cds	849600	850793	-	OIFKLK_04095	blaPDC-5	extended-spectrum class C beta-lactamase PDC-5	NCBIProtein:WP_003119095.1, SO:0001217, UniRef:UniRef50_P85302
contig_1	cds	850942	851832	+	OIFKLK_04100	ampR	LysR family transcriptional regulator AmpR	BlastRules:WP_003101291, SO:0001217, UniRef:UniRef50_P24734
contig_1	cds	851849	852070	-	OIFKLK_04105		hypothetical protein	
contig_1	cds	852391	853635	-	OIFKLK_04110		cyclic di-GMP phosphodiesterase	BlastRules:WP_003113015, SO:0001217, UniRef:UniRef50_A0A2N8R922
contig_1	cds	853918	854793	-	OIFKLK_04115	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A071KXT7
contig_1	cds	854952	855704	+	OIFKLK_04120		3-oxoacyl-[acyl-carrier protein] reductase	SO:0001217, UniRef:UniRef50_A0A1D7W2B1
contig_1	cds	855721	857463	-	OIFKLK_04125		Alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0A8RD53
contig_1	cds	857555	858859	-	OIFKLK_04130		Porin	SO:0001217, UniRef:UniRef50_A0A069Q3J4
contig_1	cds	858944	859669	-	OIFKLK_04135		5-keto-D-gluconate 5-reductase	SO:0001217, UniRef:UniRef50_A0A069QC10
contig_1	cds	859684	860742	-	OIFKLK_04140		Enoyl reductase (ER) domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5E396
contig_1	cds	860739	861998	-	OIFKLK_04145		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DY75
contig_1	cds	862069	862602	-	OIFKLK_04150		2,4-dihydroxyacetophenone dioxygenase	SO:0001217, UniRef:UniRef50_A0A0F7KUZ2
contig_1	cds	862921	863880	+	OIFKLK_04155		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5E699
contig_1	cds	863928	864344	+	OIFKLK_04160		4HBT domain-containing protein	SO:0001217, UniRef:UniRef50_D8JEF3
contig_1	cds	864408	864920	-	OIFKLK_04165		4-hydroxyphenylacetate 3-monooxygenase reductase component	SO:0001217, UniRef:UniRef50_A0A6M3ZPJ2
contig_1	cds	864950	866512	-	OIFKLK_04170		4-hydroxyphenylacetate 3-monooxygenase oxygenase component	SO:0001217, UniRef:UniRef50_A0A379EWQ5
contig_1	cds	866678	866968	-	OIFKLK_04175		hypothetical protein	
contig_1	cds	867181	867942	-	OIFKLK_04180		3-ketoacyl-(Acyl-carrier-protein) reductase	SO:0001217, UniRef:UniRef50_A0A448BY97
contig_1	cds	867939	869324	-	OIFKLK_04185		Glutamate-1-semialdehyde 2,1-aminomutase	SO:0001217, UniRef:UniRef50_A0A1G8QUS2
contig_1	cds	869333	870157	-	OIFKLK_04190		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2X4U6V1
contig_1	cds	870601	871197	+	OIFKLK_04195		Fimbrial domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5DHB6
contig_1	cds	871228	871974	+	OIFKLK_04200	cupB2	molecular chaperone CupB2	BlastRules:WP_003113033, SO:0001217, UniRef:UniRef50_A0A3M5DGI8
contig_1	cds	872050	874830	+	OIFKLK_04205	cupB3	fimbrial biogenesis outer membrane usher protein CupB3	BlastRules:WP_010895669, SO:0001217, UniRef:UniRef50_A0A3M5DG52
contig_1	cds	874827	875567	+	OIFKLK_04210	cupB4	Chaperone CupB4	SO:0001217, UniRef:UniRef50_A0A431X6K7
contig_1	cds	875655	878711	+	OIFKLK_04215		Adhesin	SO:0001217, UniRef:UniRef50_A0A241XIJ4
contig_1	cds	878811	879956	+	OIFKLK_04220		Fimbrial domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7V8F5H4
contig_1	cds	880601	881245	+	OIFKLK_04225		DNA-binding response regulator	SO:0001217, UniRef:UniRef50_A0A0C6EMJ2
contig_1	cds	881260	881949	-	OIFKLK_04230		Short chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A379IT09
contig_1	cds	882039	885014	-	OIFKLK_04235		amino acid adenylation domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0010A23680
