# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_666	cds	62091	62711	+	MDNEJI_01169	pscK	SctK family type III secretion system sorting platform protein PscK	BlastRules:WP_003113555, SO:0001217, UniRef:UniRef50_A0A0F7Y061
contig_666	cds	62690	63334	+	MDNEJI_01170	pscL	SctL family type III secretion system stator protein PscL	BlastRules:WP_003120328, SO:0001217, UniRef:UniRef50_Q01253
contig_666	cds	63437	65731	-	MDNEJI_01171		beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A0K8QVR0
contig_666	cds	65902	67959	-	MDNEJI_01172		Cyclic di-GMP phosphodiesterase Gmr	SO:0001217, UniRef:UniRef50_A0A0B7DJX5
contig_666	cds	68312	68653	+	MDNEJI_01173		Regulator of ribonuclease activity B domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I309
contig_666	cds	68751	69449	+	MDNEJI_01174		Glutamine amidotransferase class I	SO:0001217, UniRef:UniRef50_A0A061CTJ5
contig_666	cds	69799	71211	+	MDNEJI_01175		Circularly permuted ATP-grasp type 2 domain-containing protein	SO:0001217, UniRef:UniRef50_I0INR8
contig_666	cds	71214	72167	+	MDNEJI_01176		DUF403 domain-containing protein	SO:0001217, UniRef:UniRef50_A4XVI6
contig_666	cds	72164	72964	+	MDNEJI_01177		Protein-glutamine gamma-glutamyltransferase	SO:0001217, UniRef:UniRef50_A0A0F6UEU3
contig_666	cds	73046	73777	+	MDNEJI_01178		Peptidase	SO:0001217, UniRef:UniRef50_Q9I304
contig_666	cds	73785	74606	-	MDNEJI_01179		Cytochrome c oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A2N7R3J6
contig_666	cds	74719	75606	+	MDNEJI_01180		AEC family transporter	SO:0001217, UniRef:UniRef50_Q9I302
contig_666	cds	75645	75746	-	MDNEJI_01181		hypothetical protein	
contig_666	cds	76178	77383	+	MDNEJI_01182		Bifunctional 3-ketoacyl-CoA thiolase/Acetyl-CoA acetyltransferase	SO:0001217, UniRef:UniRef50_A0A137S3H5
contig_666	cds	77397	79541	+	MDNEJI_01183		enoyl-CoA hydratase	SO:0001217, UniRef:UniRef50_R4YR73
contig_666	cds	79792	80706	-	MDNEJI_01184	dmlR	HTH-type transcriptional regulator DmlR	SO:0001217, UniRef:UniRef50_A0A9P1R5D3
contig_666	cds	80858	81829	+	MDNEJI_01185		L-glyceraldehyde 3-phosphate reductase	SO:0001217, UniRef:UniRef50_A0A2R8CJE2
contig_666	cds	81852	82850	+	MDNEJI_01186		Gluconolaconase	SO:0001217, UniRef:UniRef50_Q9I2Z7
contig_666	cds	82859	83230	-	MDNEJI_01187		GST N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A063BJ82
contig_666	cds	83475	84197	+	MDNEJI_01188		Amidotransferase	SO:0001217, UniRef:UniRef50_A0A2X2D6I1
contig_666	cds	84255	84494	-	MDNEJI_01189		hypothetical protein	
contig_666	cds	84522	84740	-	MDNEJI_01190		Transmembrane protein	SO:0001217, UniRef:UniRef50_Q9I2Z3
contig_666	cds	84895	85383	-	MDNEJI_01191		Lipoprotein	SO:0001217, UniRef:UniRef50_Q9I2Z2
contig_666	cds	85604	86110	+	MDNEJI_01192		Appr-1-p processing domain protein	SO:0001217, UniRef:UniRef50_B7WUF4
contig_666	cds	86182	86370	-	MDNEJI_01193		Secreted protein	SO:0001217, UniRef:UniRef50_A0A6A9JWP0
contig_666	cds	86521	87210	-	MDNEJI_01194		Fatty acid oxidation complex subunit alpha	SO:0001217, UniRef:UniRef50_A0A0B7D7I6
contig_666	cds	87595	87879	+	MDNEJI_01195		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I5QR46
contig_666	cds	87936	89012	-	MDNEJI_01196		3-deoxy-7-phosphoheptulonate synthase	SO:0001217, UniRef:UniRef50_A0A011P7Q5
contig_666	cds	89327	89707	+	MDNEJI_01197		Thioredoxin	SO:0001217, UniRef:UniRef50_S6J7A8
contig_666	cds	89707	90654	+	MDNEJI_01198		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_Q883S4
contig_666	cds	90817	91314	+	MDNEJI_01199	uspA	UspA domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2Y4
contig_666	cds	91446	92420	+	MDNEJI_01200	cysB	HTH-type transcriptional regulator CysB	SO:0001217, UniRef:UniRef50_P0A9F3
contig_666	cds	92477	92824	-	MDNEJI_01201		Thioredoxin	SO:0001217, UniRef:UniRef50_A0A239NPF7
contig_666	cds	92889	93692	-	MDNEJI_01202		Adenosine 5'-phosphosulfate reductase	SO:0001217, UniRef:UniRef50_A0A9X2WGG2
contig_666	cds	93827	94444	+	MDNEJI_01203		phosphoserine phosphatase	SO:0001217, UniRef:UniRef50_A0A6N2DKR4
contig_666	cds	94487	95848	-	MDNEJI_01204		aminodeoxychorismate synthase	SO:0001217, UniRef:UniRef50_A0A1Q9QUQ0
contig_666	cds	96148	98718	+	MDNEJI_01205	luxR	Regulatory protein LuxR	SO:0001217, UniRef:UniRef50_A0A379IUJ4
contig_666	cds	98721	101444	+	MDNEJI_01206	pknK	Serine/threonine-protein kinase PknK	SO:0001217, UniRef:UniRef50_A0A5P9C9E8
contig_666	cds	101676	102113	+	MDNEJI_01207		DUF6160 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2X8
contig_666	cds	102192	102953	+	MDNEJI_01208		hypothetical protein	
contig_666	cds	102994	104019	+	MDNEJI_01209	filC	Flagellar protein FilC	SO:0001217, UniRef:UniRef50_L0WAR1
contig_666	cds	104039	105637	+	MDNEJI_01210		Aromatic hydrocarbon degradation protein	SO:0001217, UniRef:UniRef50_Q9I2X5
contig_666	cds	105648	106838	+	MDNEJI_01211		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A024HFL7
contig_666	cds	106895	107878	-	MDNEJI_01212		ATP-grasp domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2X3
contig_666	cds	107882	109408	-	MDNEJI_01213		Inactive transglutaminase fused to 7 transmembrane helices	SO:0001217, UniRef:UniRef50_A0A2D7WKD4
contig_666	cds	109414	109953	-	MDNEJI_01214		ATP-dependent zinc protease	SO:0001217, UniRef:UniRef50_UPI000F0340D6
contig_666	cds	110244	111062	-	MDNEJI_01215		Putative phosphoenolpyruvate synthase regulatory protein	SO:0001217, UniRef:UniRef50_Q88L54
contig_666	cds	111234	113609	+	MDNEJI_01216		Phosphoenolpyruvate synthase	SO:0001217, UniRef:UniRef50_Q02KR1
contig_666	cds	113679	114689	+	MDNEJI_01217		putative alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_A0A1M7LT49
contig_666	cds	114796	115284	+	MDNEJI_01218		Regulator of ribonuclease activity A	SO:0001217, UniRef:UniRef50_P0A8R0
contig_666	cds	115472	116470	+	MDNEJI_01219	corA	Mg2+ transporter protein, CorA family protein	SO:0001217, UniRef:UniRef50_A4XU33
contig_666	cds	116525	116773	+	MDNEJI_01220	crfX	CrfX protein	SO:0001217, UniRef:UniRef50_Q88L49
contig_666	cds	116776	117600	+	MDNEJI_01221		Small-conductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_Q88L48
contig_666	cds	117765	118262	+	MDNEJI_01222		hypothetical protein	PFAM:PF04542.20, PFAM:PF04545.22, PFAM:PF08281.18
contig_666	cds	118371	119423	+	MDNEJI_01223	oprF	outer membrane porin OprF	BlastRules:WP_003087843, SO:0001217, UniRef:UniRef50_P13794
contig_666	cds	119492	120229	-	MDNEJI_01224		Uroporphyrinogen-III C-methyltransferase	SO:0001217, UniRef:UniRef50_Q9I2W4
contig_666	cds	120241	122967	-	MDNEJI_01225		Nitrate reductase	SO:0001217, UniRef:UniRef50_A0A554X6L6
contig_666	cds	122994	123320	-	MDNEJI_01226		Assimilatory nitrite reductase [NAD(P)H] small subunit	SO:0001217, UniRef:UniRef50_A0A0N0XIW2
contig_666	cds	123373	125823	-	MDNEJI_01227		Assimilatory nitrite reductase (NAD(P)H) large subunit	SO:0001217, UniRef:UniRef50_A0A379IGZ3
contig_666	ncRNA	125863	125999	-	MDNEJI_01228	P11	Pseudomonas sRNA P11	RFAM:RF00625, SO:0000655
contig_666	cds	126091	127758	-	MDNEJI_01229		non-specific serine/threonine protein kinase	SO:0001217, UniRef:UniRef50_A0A0N8QZ02
contig_666	cds	127761	128972	-	MDNEJI_01230		Nitrate transporter	SO:0001217, UniRef:UniRef50_A0A511BL27
contig_666	ncRNA-region	129130	129199	-			narK RNA	RFAM:RF03032, SO:0005836
contig_666	cds	129326	130021	-	MDNEJI_01231		Alginate lyase 2 domain-containing protein	SO:0001217, UniRef:UniRef50_A4XU47
contig_666	cds	130251	130829	-	MDNEJI_01232		Response regulator receiver:ANTAR	SO:0001217, UniRef:UniRef50_A0A0P9PPI6
contig_666	cds	130846	132054	-	MDNEJI_01233		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A9D6PP31
contig_666	cds	132232	134841	-	MDNEJI_01234		Aconitate hydratase B	SO:0001217, UniRef:UniRef50_A0A6I1L073
contig_666	cds	135223	135690	+	MDNEJI_01235		Fe-S protein	SO:0001217, UniRef:UniRef50_A0A077LP36
contig_666	cds	135746	136609	-	MDNEJI_01236	uspA	UspA domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2V3
contig_666	cds	136792	137403	+	MDNEJI_01237		tRNA-(Ms[2]io[6]A)-hydroxylase	SO:0001217, UniRef:UniRef50_W1NBY2
contig_666	cds	137452	138783	-	MDNEJI_01238		Band 7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAE6V3J2
contig_666	cds	138914	139636	-	MDNEJI_01239		UDP-2,3-diacylglucosamine hydrolase	SO:0001217, UniRef:UniRef50_Q9I2V0
contig_666	cds	139641	140138	-	MDNEJI_01240		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_A0A446ATR6
contig_666	cds	140261	141931	+	MDNEJI_01241		Glutamine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q8X9H8
contig_666	cds	141941	143323	+	MDNEJI_01242		Cysteine--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A0K0SZN4
contig_666	cds	143381	144235	-	MDNEJI_01243	folD	Bifunctional protein FolD	SO:0001217, UniRef:UniRef50_Q83EK7
contig_666	tRNA	144514	144590	+	MDNEJI_01244	trnR	tRNA-Arg(tct)	SO:0001036
contig_666	tRNA	144642	144717	+	MDNEJI_01245	trnH	tRNA-His(gtg)	SO:0000262
contig_666	tRNA	144772	144856	+	MDNEJI_01246	trnL	tRNA-Leu(tag)	SO:0000264
contig_666	cds	144866	145975	-	MDNEJI_01247		Integrase	SO:0001217, UniRef:UniRef50_Q9T1P3
contig_666	cds	146354	146809	-	MDNEJI_01248		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1H1QL29
contig_666	cds	146790	146984	-	MDNEJI_01249		hypothetical protein	
contig_666	cds	147217	147576	-	MDNEJI_01250		Phage protein	SO:0001217, UniRef:UniRef50_A0AAE7X226
contig_666	cds	147573	148229	-	MDNEJI_01251		hypothetical protein	
contig_666	cds	148422	148703	-	MDNEJI_01252		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0007A7E5DF
contig_666	cds	148696	149139	-	MDNEJI_01253		Phage protein	SO:0001217, UniRef:UniRef50_A0A1H5XXN3
contig_666	cds	149458	149754	-	MDNEJI_01254		hypothetical protein	
contig_666	cds	149747	150190	-	MDNEJI_01255		hypothetical protein	
contig_666	cds	150183	150632	-	MDNEJI_01256		hypothetical protein	
contig_666	cds	150632	151774	-	MDNEJI_01257		hypothetical protein	
contig_666	cds	151771	151995	-	MDNEJI_01258		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0S2SYB6
contig_666	cds	151992	152177	-	MDNEJI_01259		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0S2SYC2
contig_666	cds	152158	152757	-	MDNEJI_01260	sutA	Transcriptional regulator SutA RNAP-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S2SYP3
contig_666	cds	152821	153279	-	MDNEJI_01261		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A7S9DZ01
contig_666	cds	153276	153902	-	MDNEJI_01262		Exonuclease	SO:0001217, UniRef:UniRef50_A0A383RTU6
contig_666	cds	153886	154632	-	MDNEJI_01263		hypothetical protein	
contig_666	cds	154640	155704	-	MDNEJI_01264		Phage protein	SO:0001217, UniRef:UniRef50_A0A172WRN0
contig_666	cds	155747	156052	-	MDNEJI_01265		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A328TU40
contig_666	cds	156203	156340	-	MDNEJI_01266		hypothetical protein	
contig_666	cds	156337	157368	-	MDNEJI_01267		DNA cytosine methyltransferase	SO:0001217, UniRef:UniRef50_A0A6L3YWG7
contig_666	cds	157365	157478	-	MDNEJI_01268		hypothetical protein	
contig_666	cds	157475	157909	-	MDNEJI_01269		hypothetical protein	
contig_666	cds	158118	159263	+	MDNEJI_01270	tnpB	IS200/IS605 family element transposase accessory protein TnpB	SO:0001217, UniRef:UniRef50_A0A7Y3X8J4
contig_666	cds	159298	159663	-	MDNEJI_01271		hypothetical protein	SO:0001217, UniRef:UniRef50_B5WZX0
contig_666	cds	159660	159884	-	MDNEJI_01272		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A485DBS0
contig_666	cds	160102	160341	-	MDNEJI_01273		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1B8V9K0
contig_666	cds	160714	160854	-	MDNEJI_01274		hypothetical protein	
contig_666	cds	161002	161493	-	MDNEJI_01275		hypothetical protein	
contig_666	cds	161456	161566	-	MDNEJI_01276		hypothetical protein	
contig_666	cds	161714	162631	-	MDNEJI_01277		hypothetical protein	PFAM:PF24703.2, SO:0001217, UniRef:UniRef50_UPI00345A743F
contig_666	cds	162646	162912	-	MDNEJI_01278		Putative chaperone protein	SO:0001217, UniRef:UniRef50_A0A3S6RNI8
contig_666	cds	162930	163136	-	MDNEJI_01279		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1G8LG66
contig_666	cds	163146	163352	-	MDNEJI_01280		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7M2ZMR3
contig_666	cds	164227	165003	-	MDNEJI_01281		DUF1828 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J8G2T1
contig_666	cds	165000	165518	-	MDNEJI_01282		HNH endonuclease	SO:0001217, UniRef:UniRef50_A0A420WVL5
contig_666	cds	165565	165819	-	MDNEJI_01283		Holin	SO:0001217, UniRef:UniRef50_A0AA36QM40
contig_666	cds	165833	166639	-	MDNEJI_01284		CI repressor protein	SO:0001217, UniRef:UniRef50_A0A3S4MVN3
contig_666	cds	166755	166952	+	MDNEJI_01285		Repressor	SO:0001217, UniRef:UniRef50_A0A089WV89
contig_666	cds	166985	167329	+	MDNEJI_01286		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A241XFG7
contig_666	cds	167262	167522	-	MDNEJI_01287		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6S5TY50
contig_666	cds	167666	168130	+	MDNEJI_01288		Prophage PssSM-01	SO:0001217, UniRef:UniRef50_A0AA91YTN4
contig_666	cds	168327	168533	+	MDNEJI_01289		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2R3IMJ1
contig_666	cds	168523	169422	+	MDNEJI_01290		hypothetical protein	
contig_666	cds	169419	171248	+	MDNEJI_01291		Bifunctional DNA primase/helicase	SO:0001217, UniRef:UniRef50_A0A258CE79
contig_666	cds	171245	171367	+	MDNEJI_01292		hypothetical protein	
contig_666	cds	171391	171873	+	MDNEJI_01293		hypothetical protein	
contig_666	cds	171875	172075	+	MDNEJI_01294		Zinc finger DksA/TraR C4-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9P1VZ10
contig_666	cds	172075	172272	+	MDNEJI_01295		ClpX-type ZB domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAE7RBF2
contig_666	cds	172272	172523	+	MDNEJI_01296		hypothetical protein	
contig_666	cds	172516	173103	+	MDNEJI_01297		DUF1367 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9MC49
contig_666	cds	173100	173369	+	MDNEJI_01298		hypothetical protein	SO:0001217, UniRef:UniRef50_B5WZY5
contig_666	cds	173366	173524	+	MDNEJI_01299		Holin	SO:0001217, UniRef:UniRef50_A0A0S2SYG6
contig_666	cds	173521	173754	+	MDNEJI_01300		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A125RNK8
contig_666	cds	173751	174395	+	MDNEJI_01301	ninG	Protein ninG	SO:0001217, UniRef:UniRef50_A0AAE9G7A7
contig_666	cds	174392	175078	+	MDNEJI_01302		Phage antitermination protein Q	SO:0001217, UniRef:UniRef50_A0A0N0E159
contig_666	cds	175204	175302	+	MDNEJI_01303		hypothetical protein	
contig_666	tRNA	175730	175805	+	MDNEJI_01304	trnT	tRNA-Thr(tgt)	SO:0000270
contig_666	cds	175859	176227	+	MDNEJI_01305		Holin	SO:0001217, UniRef:UniRef50_Q9MC43
contig_666	cds	176220	176504	+	MDNEJI_01306		Phage holin family protein	SO:0001217, UniRef:UniRef50_Q9I548
contig_666	cds	176504	176737	+	MDNEJI_01307		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0S2SYD7
contig_666	cds	176737	176862	+	MDNEJI_01308		hypothetical protein	
contig_666	cds	176855	177016	+	MDNEJI_01309		hypothetical protein	SO:0001217, UniRef:UniRef50_Q9MC39
contig_666	cds	177016	177267	+	MDNEJI_01310		Transposase	SO:0001217, UniRef:UniRef50_Q9MC38
contig_666	cds	177264	177524	+	MDNEJI_01311		hypothetical protein	
contig_666	cds	178044	178424	+	MDNEJI_01312		P27 family phage terminase small subunit	SO:0001217, UniRef:UniRef50_B8L015
contig_666	cds	178426	180117	+	MDNEJI_01313		Terminase large subunit	SO:0001217, UniRef:UniRef50_Q9XJT6
contig_666	cds	180114	180278	+	MDNEJI_01314		hypothetical protein	SO:0001217, UniRef:UniRef50_Q9MCB1
contig_666	cds	180592	181533	+	MDNEJI_01315		hypothetical protein	
contig_666	cds	181665	182555	+	MDNEJI_01316		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A0H3L242
contig_666	cds	182552	183739	+	MDNEJI_01317		Phage major capsid protein, HK97 family	SO:0001217, UniRef:UniRef50_A0A1I7J956
contig_666	cds	184484	184804	+	MDNEJI_01318		Phage gp6-like head-tail connector protein	SO:0001217, UniRef:UniRef50_A0A1R1JUG2
contig_666	cds	185170	185997	+	MDNEJI_01319		Glycosyltransferase	SO:0001217, UniRef:UniRef50_D4FUL8
contig_666	cds	185948	186565	+	MDNEJI_01320		Methyltransferase	SO:0001217, UniRef:UniRef50_D4FUL9
contig_666	cds	187973	188323	+	MDNEJI_01321		Phage tail assembly chaperone	SO:0001217, UniRef:UniRef50_G3XD68
contig_666	cds	188353	188619	+	MDNEJI_01322		hypothetical protein	
contig_666	cds	189536	192925	+	MDNEJI_01323		Phage tail tape measure protein	SO:0001217, UniRef:UniRef50_A0A7X1WMH3
contig_666	cds	192926	193273	+	MDNEJI_01324		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A5E6RF98
contig_666	cds	193293	193526	+	MDNEJI_01325		hypothetical protein	
contig_666	cds	193523	193765	-	MDNEJI_01326		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0S2SY68
contig_666	cds	193960	194661	+	MDNEJI_01327		Phage minor tail protein L	SO:0001217, UniRef:UniRef50_A0A1T0CPF4
contig_666	cds	194664	195446	+	MDNEJI_01328		NlpC/P60 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I5S7
contig_666	cds	195443	196021	+	MDNEJI_01329		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A853ZTN1
contig_666	cds	196077	199568	+	MDNEJI_01330		DUF1983 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K4WUH8
contig_667	cds	9	200	+	MDNEJI_01331		hypothetical protein	
contig_672	cds	11	214	+	MDNEJI_01332		hypothetical protein	
contig_673	cds	5	178	+	MDNEJI_01333		hypothetical protein	
contig_692	ncRNA-region	15	228	+			sucA-II RNA	RFAM:RF01758, SO:0005836
contig_710	cds	117	401	-	MDNEJI_01334		hypothetical protein	PFAM:PF17948.6
contig_729	cds	32	142	-	MDNEJI_01335		hypothetical protein	
contig_732	cds	244	519	-	MDNEJI_01336		hypothetical protein	
contig_743	cds	331	558	-	MDNEJI_01337		hypothetical protein	
contig_750	cds	46	240	+	MDNEJI_01338		hypothetical protein	PFAM:PF00793.26
contig_752	cds	56	262	+	MDNEJI_01339		hypothetical protein	PFAM:PF01458.23
contig_777	cds	343	1620	-	MDNEJI_01340		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E5E6Q1
contig_777	cds	1669	2178	-	MDNEJI_01341		Ureidoglycolate lyase	SO:0001217, UniRef:UniRef50_C1DFA8
contig_777	cds	2233	3231	-	MDNEJI_01342		putative allantoicase 1	SO:0001217, UniRef:UniRef50_Q63T53
contig_777	cds	3249	3764	-	MDNEJI_01343		2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	SO:0001217, UniRef:UniRef50_A0A379KLF4
contig_777	cds	3761	4687	-	MDNEJI_01344		Chitooligosaccharide deacetylase	SO:0001217, UniRef:UniRef50_N1MLT9
contig_777	cds	5060	5440	+	MDNEJI_01345		5-hydroxyisourate hydrolase	SO:0001217, UniRef:UniRef50_Q8XXJ7
contig_777	cds	5684	7033	-	MDNEJI_01346		Xanthine/uracil/vitamin C permease	SO:0001217, UniRef:UniRef50_A0A099L555
contig_777	cds	7408	8187	+	MDNEJI_01347		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5E646
contig_777	cds	8241	9545	-	MDNEJI_01348		Guanine deaminase	SO:0001217, UniRef:UniRef50_A0A7Z2T6C4
contig_777	cds	9615	10454	-	MDNEJI_01349	xdhC	Putative xanthine dehydrogenase accessory factor XdhC	SO:0001217, UniRef:UniRef50_S6ADW3
contig_777	cds	10481	12880	-	MDNEJI_01350		Xanthine dehydrogenase, molybdopterin binding subunit	SO:0001217, UniRef:UniRef50_A0AA94JFD5
contig_777	cds	12873	14327	-	MDNEJI_01351		Xanthine dehydrogenase small subunit	SO:0001217, UniRef:UniRef50_A0A379IGX5
contig_777	cds	14548	15681	-	MDNEJI_01352		Alkane 1-monooxygenase 2	SO:0001217, UniRef:UniRef50_Q0VTH3
contig_777	cds	15862	16521	+	MDNEJI_01353		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3EP23
contig_777	cds	16547	20035	+	MDNEJI_01354		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_A0A5S9QCS2
contig_777	cds	20201	21070	+	MDNEJI_01355	zipA	Cell division protein ZipA	SO:0001217, UniRef:UniRef50_Q9I3I5
contig_777	cds	21163	23547	+	MDNEJI_01356		DNA ligase	SO:0001217, UniRef:UniRef50_P15042
contig_777	cds	23593	23970	+	MDNEJI_01357		Transmembrane protein	SO:0001217, UniRef:UniRef50_Q9I3I3
contig_777	ncRNA	24004	24212	+	MDNEJI_01358	Bacteria_large_SRP	Bacterial large signal recognition particle RNA	RFAM:RF01854, SO:0000655
contig_777	ncRNA	24081	24177	+	MDNEJI_01359	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_777	cds	24224	24970	-	MDNEJI_01360		Amino acid ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A0H2Z8N9
contig_777	cds	25178	27184	+	MDNEJI_01361		DNA polymerase III subunit gamma/tau	SO:0001217, UniRef:UniRef50_A0A7U7IA39
contig_777	cds	27230	27556	+	MDNEJI_01362		Nucleoid-associated protein PP_4268	SO:0001217, UniRef:UniRef50_Q88F31
contig_777	cds	27635	28231	+	MDNEJI_01363	recR	Recombination protein RecR	SO:0001217, UniRef:UniRef50_Q8ZC97
contig_777	cds	28354	29502	+	MDNEJI_01364	mmgC	Acyl-CoA dehydrogenase MmgC	SO:0001217, UniRef:UniRef50_A0A448DTW3
contig_777	cds	29515	30054	-	MDNEJI_01365		UPF0167 protein PA1536	SO:0001217, UniRef:UniRef50_Q9I3H7
contig_777	cds	30128	31015	-	MDNEJI_01366		Short-chain dehydrogenase	SO:0001217, UniRef:UniRef50_F2LMU0
contig_777	cds	31012	32556	-	MDNEJI_01367		Baeyer-Villiger monooxygenase	SO:0001217, UniRef:UniRef50_Q9I3H5
contig_777	cds	32709	33557	+	MDNEJI_01368		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I3H4
contig_777	cds	33411	33740	-	MDNEJI_01369	mdtI	Spermidine export protein MdtI	SO:0001217, UniRef:UniRef50_A0A0Q4NKV7
contig_777	cds	33734	34102	-	MDNEJI_01370	mdtJ	Spermidine export protein MdtJ	SO:0001217, UniRef:UniRef50_Q9I3H2
contig_777	cds	34511	35347	-	MDNEJI_01371		Metal-dependent hydrolase	SO:0001217, UniRef:UniRef50_Q9I3H1
contig_777	cds	35587	36135	-	MDNEJI_01372		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A4VKK1
contig_777	cds	36221	36955	-	MDNEJI_01373	anr	transcriptional regulator Anr	BlastRules:WP_003087262, SO:0001217, UniRef:UniRef50_P23926
contig_777	cds	37201	37668	+	MDNEJI_01374		Uncharacterized protein PA1545	SO:0001217, UniRef:UniRef50_Q04628
contig_777	cds	37717	39099	-	MDNEJI_01375		Oxygen-independent coproporphyrinogen III oxidase	SO:0001217, UniRef:UniRef50_P77915
contig_777	cds	39227	39910	-	MDNEJI_01376		Urease accessory protein UreH-like transmembrane domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1I4UIL9
contig_777	cds	39903	40112	-	MDNEJI_01377		hypothetical protein	
contig_777	cds	40091	42526	-	MDNEJI_01378		Cadmium-translocating P-type ATPase	SO:0001217, UniRef:UniRef50_A0A4Y8SAS4
contig_777	cds	42523	43062	-	MDNEJI_01379	fixH	FixH family protein	SO:0001217, UniRef:UniRef50_A0A246F7N6
contig_777	cds	43074	44489	-	MDNEJI_01380		putative iron-sulfur protein	SO:0001217, UniRef:UniRef50_Q9HWQ0
contig_777	cds	44708	45664	-	MDNEJI_01381		Cbb3-type cytochrome c oxidase subunit	SO:0001217, UniRef:UniRef50_A0A109L7W3
contig_777	cds	45661	45846	-	MDNEJI_01382		Cytochrome oxidase	SO:0001217, UniRef:UniRef50_A0A089WS52
contig_777	cds	45852	46463	-	MDNEJI_01383		Cbb3-type cytochrome c oxidase subunit II	SO:0001217, UniRef:UniRef50_D9IA44
contig_777	cds	46478	47905	-	MDNEJI_01384	ccoN1	Cbb3-type cytochrome c oxidase subunit CcoN1	SO:0001217, UniRef:UniRef50_D9IA43
contig_777	cds	48270	49196	-	MDNEJI_01385	ccoP1	Cbb3-type cytochrome c oxidase subunit CcoP1	SO:0001217, UniRef:UniRef50_D9IA45
contig_777	cds	49193	49378	-	MDNEJI_01386		Cytochrome oxidase	SO:0001217, UniRef:UniRef50_A0A089WS52
contig_777	cds	49384	49992	-	MDNEJI_01387		Cytochrome-c oxidase, cbb3-type subunit II	SO:0001217, UniRef:UniRef50_A0A3N0VLJ3
contig_777	cds	50003	51430	-	MDNEJI_01388	ccoN1	Cbb3-type cytochrome c oxidase subunit CcoN1	SO:0001217, UniRef:UniRef50_D9IA43
