Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
bifunctional ligase/repressor bira	Bifunctional ligase/repressor BirA	contig_1	cds	720329	721267	+	OIFKLK_00683	birA	SO:0001217, UniRef:UniRef50_A0A5E6Y1V4
bifunctional nadph-hydrate repair enzyme	Bifunctional NAD(P)H-hydrate repair enzyme	contig_1	cds	6104818	6106326	-	OIFKLK_05767		SO:0001217, UniRef:UniRef50_A0A031FY83
bifunctional polymyxin resistance protein arna	Bifunctional polymyxin resistance protein ArnA	contig_1	cds	1502728	1504716	-	OIFKLK_01450	arnA	SO:0001217, UniRef:UniRef50_P77398
bifunctional pppgpp synthetase/guanosine-3'5'-bisdiphosphate 3'-pyrophosphohydrolase	Bifunctional (P)ppGpp synthetase/guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase	contig_1	cds	491771	492310	-	OIFKLK_00454		SO:0001217, UniRef:UniRef50_Q9I686
bifunctional protein fold	Bifunctional protein FolD	contig_1	cds	3781611	3782465	+	OIFKLK_03533	folD	SO:0001217, UniRef:UniRef50_Q83EK7
bifunctional protein glmu	Bifunctional protein GlmU	contig_1	cds	6814620	6815984	-	OIFKLK_06403	glmU	SO:0001217, UniRef:UniRef50_Q4FPY8
bifunctional protein hlde	Bifunctional protein HldE	contig_1	cds	6165844	6167265	-	OIFKLK_05816	hldE	SO:0001217, UniRef:UniRef50_A6W0Z9
bifunctional protein puta	Bifunctional protein PutA	contig_1	cds	4953556	4956738	-	OIFKLK_04657	putA	SO:0001217, UniRef:UniRef50_A0A1E7PYY9
bifunctional protein pyrr	Bifunctional protein PyrR	contig_1	cds	455375	455887	-	OIFKLK_00426	pyrR	SO:0001217, UniRef:UniRef50_Q9F4I7
bifunctional purine biosynthesis protein purh	Bifunctional purine biosynthesis protein PurH	contig_1	cds	6000562	6002169	+	OIFKLK_05669	purH	SO:0001217, UniRef:UniRef50_A0A484YAE3
bifunctional trans-3-hydroxy-l-proline dehydratase/2-epimerase	Bifunctional trans-3-hydroxy-L-proline dehydratase/2-epimerase	contig_1	cds	4403337	4404371	+	OIFKLK_04131		SO:0001217, UniRef:UniRef50_Q9I489
bifunctional transcriptional activator/dna repair enzyme adaa	Bifunctional transcriptional activator/DNA repair enzyme AdaA	contig_1	cds	6577228	6578028	-	OIFKLK_06184	adaA	SO:0001217, UniRef:UniRef50_A0A072ZIQ4
bifunctional uridylyltransferase/uridylyl-removing enzyme	Bifunctional uridylyltransferase/uridylyl-removing enzyme	contig_1	cds	1385031	1387733	-	OIFKLK_01341		SO:0001217, UniRef:UniRef50_Q9Z9H0
big2 domain-containing protein	BIG2 domain-containing protein	contig_1	cds	2545788	2546783	+	OIFKLK_02484		SO:0001217, UniRef:UniRef50_H2BD89
bile acid-coa hydrolase	Bile acid-CoA hydrolase	contig_1	cds	1256017	1257216	-	OIFKLK_01205		SO:0001217, UniRef:UniRef50_A0AAJ4Z930
bile acidsodium symporter	Bile acid:sodium symporter	contig_1	cds	3504428;3930665	3505429;3931558	+;-	OIFKLK_03286;OIFKLK_03683		SO:0001217, UniRef:UniRef50_A0A024HF18;SO:0001217, UniRef:UniRef50_A0A2S9Q5W5
biliverdin-producing heme oxygenase piga	biliverdin-producing heme oxygenase PigA	contig_1	cds	5197993	5198589	-	OIFKLK_04904	pigA	BlastRules:WP_003085321, EC:1.14.99.58, SO:0001217, UniRef:UniRef50_G3XCZ8
biofilm dispersion protein bdla	biofilm dispersion protein BdlA	contig_1	cds	4312323	4313645	+	OIFKLK_04049	bdlA	BlastRules:WP_003100464, SO:0001217, UniRef:UniRef50_Q9I3S1
biofilm formation regulator diguanylate cyclase siad	biofilm formation regulator diguanylate cyclase SiaD	contig_1	cds	198082	198909	-	OIFKLK_00177	siaD	BlastRules:WP_017001813, SO:0001217, UniRef:UniRef50_A0A069QEY1
biofilm formation regulator kinase siab	biofilm formation regulator kinase SiaB	contig_1	cds	199323	199865	-	OIFKLK_00179	siaB	BlastRules:WP_003083916, SO:0001217, UniRef:UniRef50_A0A172YCZ2
biofilm formation regulator siad modulator protein siac	biofilm formation regulator SiaD modulator protein SiaC	contig_1	cds	198916	199296	-	OIFKLK_00178	siaC	BlastRules:WP_003083913, SO:0001217, UniRef:UniRef50_Q02UQ8
biofilm-associated metzincin protease inhibitor	Biofilm-associated metzincin protease inhibitor	contig_1	cds	2325090	2325749	-	OIFKLK_02236		SO:0001217, UniRef:UniRef50_Q9I061
biopolymer transport protein exbb	Biopolymer transport protein ExbB	contig_1	cds	2120391	2121026	+	OIFKLK_02023	exbB	SO:0001217, UniRef:UniRef50_A0A1A8TMX2
biopolymer transporter exbd	Biopolymer transporter ExbD	contig_1	cds	2121023;234061	2121463;234462	+	OIFKLK_00208;OIFKLK_02024	exbD	SO:0001217, UniRef:UniRef50_A0A0C5DV49;SO:0001217, UniRef:UniRef50_Q9HZM2
biosynthetic arginine d	Biosynthetic arginine decarboxylase	contig_1	cds	5982885	5984795	-	OIFKLK_05653		SO:0001217, UniRef:UniRef50_G4CTT6
biosynthetic peptidoglycan transglycosylase	Biosynthetic peptidoglycan transglycosylase	contig_1	cds	431871	432602	-	OIFKLK_00400		SO:0001217, UniRef:UniRef50_Q9I6B7
biotin carboxyl carrier protein of acetyl-coa carboxylase	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	contig_1	cds	560821;5993808	561069;5994278	+	OIFKLK_00516;OIFKLK_05662		SO:0001217, UniRef:UniRef50_A0A512IES2;SO:0001217, UniRef:UniRef50_P37799
biotin carboxylase	Biotin carboxylase	contig_1	cds	3340612;561080;5994296;6685292	3341709;562456;5995645;6686707	+;-	OIFKLK_00517;OIFKLK_03146;OIFKLK_05663;OIFKLK_06284		SO:0001217, UniRef:UniRef50_A0A0H3J915;SO:0001217, UniRef:UniRef50_A0A0M9GHZ5;SO:0001217, UniRef:UniRef50_A0A2D8RB06;SO:0001217, UniRef:UniRef50_Q7VZL2
biotin synthase	Biotin synthase	contig_1	cds	567715	568773	+	OIFKLK_00523		SO:0001217, UniRef:UniRef50_Q6FAP9
biotin transporter	putative biotin transporter	contig_1	cds	1574965	1575825	+	OIFKLK_01510		SO:0001217, UniRef:UniRef50_O68826
biotin-dependent carboxyltransferase family protein	biotin-dependent carboxyltransferase family protein	contig_1	cds	3410586	3411527	+	OIFKLK_03208		SO:0001217, UniRef:UniRef50_UPI00126615DC
biotin-independent malonate d	Biotin-independent malonate decarboxylase subunit gamma	contig_1	cds	246050	246856	+	OIFKLK_00221		SO:0001217, UniRef:UniRef50_A0A5S4U5U4
bis5'-nucleosyl-tetraphosphatase symmetrical	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	contig_1	cds	656093	656944	-	OIFKLK_00615		SO:0001217, UniRef:UniRef50_Q9I5U7
bistable expression regulator bexr	Bistable expression regulator, BexR	contig_1	cds	2933896;4462839	2934810;4463753	+;-	OIFKLK_02815;OIFKLK_04184	bexR	SO:0001217, UniRef:UniRef50_Q9I150
bkd operon transcriptional regulator	Bkd operon transcriptional regulator	contig_1	cds	3188126	3188587	+	OIFKLK_03002		SO:0001217, UniRef:UniRef50_Q9I1M3
bola family transcriptional regulator	BolA family transcriptional regulator	contig_1	cds	5401376	5401615	-	OIFKLK_05087	bolA	SO:0001217, UniRef:UniRef50_Q9HVW6
bon domain-containing protein	BON domain-containing protein	contig_1	cds	5376403;5875670	5376981;5876014	+;-	OIFKLK_05062;OIFKLK_05546		SO:0001217, UniRef:UniRef50_A0A0K1XGR3;SO:0001217, UniRef:UniRef50_A0A5E7UWR5
branched chain amino acid abc transporter membrane protein	Branched chain amino acid ABC transporter membrane protein	contig_1	cds	6062079	6062993	-	OIFKLK_05728		SO:0001217, UniRef:UniRef50_Q9HUQ1
branched-chain amino acid abc transporter	Branched-chain amino acid ABC transporter	contig_1	cds	3494341	3494655	+	OIFKLK_03274		SO:0001217, UniRef:UniRef50_Q9I277
branched-chain amino acid abc transporter permease	Branched-chain amino acid ABC transporter permease	contig_1	cds	3493646	3494356	+	OIFKLK_03273		SO:0001217, UniRef:UniRef50_Q9I276
branched-chain amino acid permease brnq	Branched-chain amino acid permease BrnQ	contig_1	cds	3577180	3578493	+	OIFKLK_03347	brnQ	SO:0001217, UniRef:UniRef50_P0AD99
branched-chain amino acid transport system carrier protein	Branched-chain amino acid transport system carrier protein	contig_1	cds	3994759	3996072	-	OIFKLK_03744		SO:0001217, UniRef:UniRef50_A0A1Y1J7Q0
branched-chain-amino-acid aminotransferase	Branched-chain-amino-acid aminotransferase	contig_1	cds	6185520	6186443	-	OIFKLK_05833		SO:0001217, UniRef:UniRef50_B8KUK8
brct domain-containing protein	BRCT domain-containing protein	contig_1	cds	4125507	4126472	-	OIFKLK_03868		SO:0001217, UniRef:UniRef50_A0A7Z6QR03
broad-sp	broad-spectrum mercury transporter MerE	contig_1	cds	5575670	5575906	+	OIFKLK_05267	merE	NCBIProtein:AAC38236.1, SO:0001217, UniRef:UniRef50_A0A286T802
burkholderia rna 11	Burkholderia RNA 11	contig_1	ncRNA	1813657	1813781	+	OIFKLK_01730	Bcj11	RFAM:RF02835, SO:0000655
butyryl-coa dehydrogenase	Butyryl-CoA dehydrogenase	contig_1	cds	2567480	2568631	+	OIFKLK_02505		SO:0001217, UniRef:UniRef50_A0A7Z8Z9A9
c-di-gmp-binding multidrug transporter transcriptional regulator brlr	c-di-GMP-binding multidrug transporter transcriptional regulator BrlR	contig_1	cds	6025077	6025889	+	OIFKLK_05694	brlR	BlastRules:WP_003095496, SO:0001217, UniRef:UniRef50_A0A069Q416
c-sp	C-specific methylase	contig_1	cds	1343576	1344337	-	OIFKLK_01285		SO:0001217, UniRef:UniRef50_A0AAF0IE67
c-type lysozyme inhibitor domain-containing protein	C-type lysozyme inhibitor domain-containing protein	contig_1	cds	620817	621158	+	OIFKLK_00579		SO:0001217, UniRef:UniRef50_Q9I5Y2
c2h2-type domain-containing protein	C2H2-type domain-containing protein	contig_1	cds	5511899	5512084	+	OIFKLK_05193		SO:0001217, UniRef:UniRef50_A0A7K4EH72
c4 antisense rna	C4 antisense RNA	contig_1	ncRNA	4419297	4419382	+	OIFKLK_04143	C4	RFAM:RF01695, SO:0000644
c4-dicarboxylate abc transporter substrate-binding protein	C4-dicarboxylate ABC transporter substrate-binding protein	contig_1	cds	1122689	1124044	-	OIFKLK_01078		SO:0001217, UniRef:UniRef50_Q9HXF8
c4-dicarboxylate transport protein 1	C4-dicarboxylate transport protein 1	contig_1	cds	143984	145318	+	OIFKLK_00127		SO:0001217, UniRef:UniRef50_Q9I713
c4-dicarboxylate transport transcriptional regulatory protein dctd	C4-dicarboxylate transport transcriptional regulatory protein DctD	contig_1	cds	6770171	6771514	-	OIFKLK_06361	dctD	SO:0001217, UniRef:UniRef50_Q9HU19
c4-dicarboxylate transporter dctc	C4-dicarboxylate transporter DctC	contig_1	cds	4479411	4480721	-	OIFKLK_04202	dctC	BlastRules:WP_000858214, BlastRules:WP_003082442, SO:0001217, UniRef:UniRef50_A0A097R7G0
c4-dicarboxylate trap substrate-binding protein dctp	C4-dicarboxylate TRAP substrate-binding protein DctP	contig_1	cds	6384095	6385090	+	OIFKLK_06004	dctP	BlastRules:WP_003105525, SO:0001217, UniRef:UniRef50_S6HRV2
c4-dicarboxylate trap transporter large permease protein dctm	C4-dicarboxylate TRAP transporter large permease protein DctM	contig_1	cds	4789571;6385738	4790854;6387021	+;-	OIFKLK_04512;OIFKLK_06006	dctM	BlastRules:WP_003105529, SO:0001217, UniRef:UniRef50_A0A378XER2
c4-dicarboxylate trap transporter small permease protein dctq	C4-dicarboxylate TRAP transporter small permease protein DctQ	contig_1	cds	4790851;6385109	4791489;6385741	+;-	OIFKLK_04513;OIFKLK_06005	dctQ	BlastRules:WP_003105527, SO:0001217, UniRef:UniRef50_Q9HU17;SO:0001217, UniRef:UniRef50_Q9HU17
c4-dicarboxylate-binding periplasmic protein dctp	C4-dicarboxylate-binding periplasmic protein DctP	contig_1	cds	5693849	5694847	-	OIFKLK_05383	dctP	SO:0001217, UniRef:UniRef50_A0A653ZM04
ca2+-transporting atpase	Ca2+-transporting ATPase	contig_1	cds	4304259	4306967	-	OIFKLK_04043		SO:0001217, UniRef:UniRef50_A0A7R6PG74
cadmium translocating p-type atpase	Cadmium translocating P-type ATPase	contig_1	cds	1307191	1309407	-	OIFKLK_01247		SO:0001217, UniRef:UniRef50_Q1I3C9
cadmium-translocating p-type atpase	Cadmium-translocating P-type ATPase	contig_1	cds	4083686	4086121	+	OIFKLK_03832		SO:0001217, UniRef:UniRef50_A0A4Y8SAS4
calcineurin-like phosphoesterase domain-containing protein	Calcineurin-like phosphoesterase domain-containing protein	contig_1	cds	1995085;609338	1996065;610081	+;-	OIFKLK_00569;OIFKLK_01916		SO:0001217, UniRef:UniRef50_Q9I5Z2;SO:0001217, UniRef:UniRef50_W6RHJ2
calcium-regulated beta-propeller protein carp	Calcium-regulated beta-propeller protein CarP	contig_1	cds	3515600;376411	3516529;377340	+;-	OIFKLK_00346;OIFKLK_03296	carP	SO:0001217, UniRef:UniRef50_Q9I6G4
calcium-regulated ob-fold protein caro	Calcium-regulated OB-fold protein CarO	contig_1	cds	368901	369251	+	OIFKLK_00339	carO	SO:0001217, UniRef:UniRef50_Q9I6H1
camp-binding protein cbpa	cAMP-binding protein CbpA	contig_1	cds	5836026	5836823	+	OIFKLK_05506	cbpA	BlastRules:WP_003095096, SO:0001217, UniRef:UniRef50_Q9HV93
camp-regulatory protein	cAMP-regulatory protein	contig_1	cds	698943	699587	-	OIFKLK_00661	vfr	SO:0001217, UniRef:UniRef50_A0A3M3ZZB2, VFDB:VFC0001, VFDB:VFG042734
capsular glucan synthase	Capsular glucan synthase	contig_1	cds	4356263	4357414	-	OIFKLK_04087		SO:0001217, UniRef:UniRef50_A0A8B4S901
capsular synthesis regulator component b	Capsular synthesis regulator component B	contig_1	cds	1444810	1445463	+	OIFKLK_01397		SO:0001217, UniRef:UniRef50_A0A1N6Y1R1
carbamate kinase	Carbamate kinase	contig_1	cds	6391694	6392626	+	OIFKLK_06010		SO:0001217, UniRef:UniRef50_P13982
carbamoyl phosphate synthase large chain	Carbamoyl phosphate synthase large chain	contig_1	cds	5892777	5895998	-	OIFKLK_05564		SO:0001217, UniRef:UniRef50_P00968
carbamoyl phosphate synthase small chain	Carbamoyl phosphate synthase small chain	contig_1	cds	5896680	5897816	-	OIFKLK_05566		SO:0001217, UniRef:UniRef50_P59576
carbamoyltransferase	Carbamoyltransferase	contig_1	cds	6176613	6178370	-	OIFKLK_05825		SO:0001217, UniRef:UniRef50_A0A0F4V1N1
carbohydrate porin oprb	carbohydrate porin OprB	contig_1	cds	1891530;3138425	1892894;3139783	+	OIFKLK_01817;OIFKLK_02956	oprB	BlastRules:WP_003116413, SO:0001217, UniRef:UniRef50_Q51485
carbon starvation protein	Putative carbon starvation protein	contig_1	cds	5683981	5686047	-	OIFKLK_05373		SO:0001217, UniRef:UniRef50_A0A376K6P1
carbon storage regulator	Carbon storage regulator	contig_1	cds	6403377	6403592	-	OIFKLK_06022		SO:0001217, UniRef:UniRef50_A0A069Q9M3
carbonate dehydratase	Carbonate dehydratase	contig_1	cds	6800853	6801413	+	OIFKLK_06391		SO:0001217, UniRef:UniRef50_Q9HT34
carbonic anhydrase	Carbonic anhydrase	contig_1	cds	129022;5798394	129750;5799041	+;-	OIFKLK_00110;OIFKLK_05472		SO:0001217, UniRef:UniRef50_A0A196QD03;SO:0001217, UniRef:UniRef50_A0A7V2HHQ8
carbonic anhydrase cynt	carbonic anhydrase CynT	contig_1	cds	3476621	3477283	+	OIFKLK_03258	cynT	BlastRules:WP_003107081, EC:4.2.1.1, SO:0001217, UniRef:UniRef50_A0A3G4VNE3
carboxy-s-adenosyl-l-methionine synthase	Carboxy-S-adenosyl-L-methionine synthase	contig_1	cds	4964886	4965644	+	OIFKLK_04664		SO:0001217, UniRef:UniRef50_Q48EV8
carboxylesterase	Carboxylesterase	contig_1	cds	4632814	4633959	-	OIFKLK_04350		SO:0001217, UniRef:UniRef50_A0A379I9S8
carboxylesterase 2	Carboxylesterase 2	contig_1	cds	1113595	1114242	-	OIFKLK_01067		SO:0001217, UniRef:UniRef50_Q53547
carboxyltransferase domain-containing protein	Carboxyltransferase domain-containing protein	contig_1	cds	3409876;5463171	3410589;5464100	+;-	OIFKLK_03207;OIFKLK_05147		SO:0001217, UniRef:UniRef50_A0A0D5LYR1;SO:0001217, UniRef:UniRef50_Q9HVR2
carboxymuconolactone d	Carboxymuconolactone decarboxylase-like domain-containing protein	contig_1	cds	3089484;314624	3090044;315061	+	OIFKLK_00284;OIFKLK_02915		SO:0001217, UniRef:UniRef50_I4CPE6;SO:0001217, UniRef:UniRef50_Q9I1E7
carboxypeptidase g2	Carboxypeptidase G2	contig_1	cds	2320370	2321608	-	OIFKLK_02231		SO:0001217, UniRef:UniRef50_A0A5E6VN43
carboxypeptidase regulatory-like domain-containing protein	Carboxypeptidase regulatory-like domain-containing protein	contig_1	cds	4176488	4177000	-	OIFKLK_03919		SO:0001217, UniRef:UniRef50_Q9I420
cardiolipin synthase	Cardiolipin synthase	contig_1	cds	5082525	5083955	+	OIFKLK_04783		SO:0001217, UniRef:UniRef50_A0A2P0AY10
cardiolipin synthase a	Cardiolipin synthase A	contig_1	cds	6638881	6640356	-	OIFKLK_06241		SO:0001217, UniRef:UniRef50_Q88C19
cardiolipin synthase b	Cardiolipin synthase B	contig_1	cds	3356851	3358056	+	OIFKLK_03159		SO:0001217, UniRef:UniRef50_A0A014LV69
cardiolipin synthase n-terminal domain-containing protein	Cardiolipin synthase N-terminal domain-containing protein	contig_1	cds	3339025;3893313	3339234;3893504	-	OIFKLK_03143;OIFKLK_03646		SO:0001217, UniRef:UniRef50_A0A0U4VPW1;SO:0001217, UniRef:UniRef50_Q9I1U5
carnitine monooxygenase reductase subunit	Carnitine monooxygenase reductase subunit	contig_1	cds	610286	611590	+	OIFKLK_00570		SO:0001217, UniRef:UniRef50_A0A6S7C6Y0
carrier domain-containing protein	Carrier domain-containing protein	contig_1	cds	4441162;4590760	4442982;4590984	+;-	OIFKLK_04164;OIFKLK_04307		SO:0001217, UniRef:UniRef50_C4K301;SO:0001217, UniRef:UniRef50_Q9I4B7
cat2-dioxygenase	Catechol 1,2-dioxygenase	contig_1	cds	2833589	2834521	+	OIFKLK_02743		SO:0001217, UniRef:UniRef50_P07773
catabolite repression control protein crc	catabolite repression control protein Crc	contig_1	cds	6569091	6569870	+	OIFKLK_06174	crc	BlastRules:WP_003098313, BlastRules:WP_003253401, SO:0001217, UniRef:UniRef50_G3XDB0
catabolite repressor/activator	Catabolite repressor/activator	contig_1	cds	1491009	1491998	-	OIFKLK_01441		SO:0001217, UniRef:UniRef50_A0A3L0W9Q4
catalase	Catalase	contig_1	cds	3368575	3370704	-	OIFKLK_03167		SO:0001217, UniRef:UniRef50_A0A377FXT4
catalase kata	catalase KatA	contig_1	cds	755036	756484	+	OIFKLK_00733	katA	BlastRules:WP_003103909, EC:1.11.1.6, SO:0001217, UniRef:UniRef50_O52762
catalase katb	catalase KatB	contig_1	cds	5690379	5691920	-	OIFKLK_05380	katB	BlastRules:WP_003094881, BlastRules:WP_046463487, EC:1.11.1.6, SO:0001217, UniRef:UniRef50_K6Z500
cation efflux system protein cusa	Cation efflux system protein CusA	contig_1	cds	2621026	2624145	-	OIFKLK_02541	cusA	SO:0001217, UniRef:UniRef50_P38054
cation efflux system protein cusc	Cation efflux system protein CusC	contig_1	cds	2601391	2602899	+	OIFKLK_02526	cusC	SO:0001217, UniRef:UniRef50_A0A2C9ELV9
cation transporter	Cation transporter	contig_1	cds	4029987;5641528	4031234;5641833	-	OIFKLK_03775;OIFKLK_05338		SO:0001217, UniRef:UniRef50_A0A1M3QMJ9;SO:0001217, UniRef:UniRef50_Q9HVL1
cation-transporting p-type atpase c-terminal domain-containing protein	Cation-transporting P-type ATPase C-terminal domain-containing protein	contig_1	cds	2341505	2341714	+	OIFKLK_02259		SO:0001217, UniRef:UniRef50_A0AAQ3R5N7
cation/acetate symporter actp	Cation/acetate symporter ActP	contig_1	cds	1845646;3284849	1847301;3286507	+;-	OIFKLK_01767;OIFKLK_03089	actP	SO:0001217, UniRef:UniRef50_I2BDT3;SO:0001217, UniRef:UniRef50_P32705
cation/h+ exchanger transmembrane domain-containing protein	Cation/H+ exchanger transmembrane domain-containing protein	contig_1	cds	1382094;3381205;6789389	1383755;3382569;6791146	+;-	OIFKLK_01339;OIFKLK_03182;OIFKLK_06380		SO:0001217, UniRef:UniRef50_A0A0C5E400;SO:0001217, UniRef:UniRef50_A0A0C5EE31;SO:0001217, UniRef:UniRef50_A0A0D6SZ79
cation/proton antiporter ybal	Putative cation/proton antiporter YbaL	contig_1	cds	6778347	6780050	-	OIFKLK_06369	ybaL	SO:0001217, UniRef:UniRef50_P39830
cationic peptide resistance protein cpra	cationic peptide resistance protein CprA	contig_1	cds	4072717	4073874	-	OIFKLK_03820	cprA	BlastRules:WP_016253601, SO:0001217, UniRef:UniRef50_A0A024HEL8
cationic peptide response regulator transcription factor cprr	cationic peptide response regulator transcription factor CprR	contig_1	cds	2009649	2010320	-	OIFKLK_01926	cprR	BlastRules:WP_003091311, SO:0001217, UniRef:UniRef50_A0A0C5E2J5
cationic peptide sensor histidine kinase cprs	cationic peptide sensor histidine kinase CprS	contig_1	cds	2008357	2009652	-	OIFKLK_01925	cprS	BlastRules:WP_003105000, SO:0001217, UniRef:UniRef50_A0A4U0JQ87
cbass eff	CBASS effector endonuclease NucC	contig_1	cds	2695231	2695956	+	OIFKLK_02615	nucC	BlastRules:WP_001286625, BlastRules:WP_003050273, SO:0001217, UniRef:UniRef50_P0DUD6
cbb3-type cytochrome c oxidase subunit	Cbb3-type cytochrome c oxidase subunit	contig_1	cds	4080549	4081505	+	OIFKLK_03829		SO:0001217, UniRef:UniRef50_A0A109L7W3
cbb3-type cytochrome c oxidase subunit ccon1	Cbb3-type cytochrome c oxidase subunit CcoN1	contig_1	cds	4074783;4078308	4076210;4079735	+	OIFKLK_03822;OIFKLK_03826	ccoN1	SO:0001217, UniRef:UniRef50_D9IA43
cbb3-type cytochrome c oxidase subunit ccop1	Cbb3-type cytochrome c oxidase subunit CcoP1	contig_1	cds	4077017	4077943	+	OIFKLK_03825	ccoP1	SO:0001217, UniRef:UniRef50_D9IA45
cbb3-type cytochrome c oxidase subunit ii	Cbb3-type cytochrome c oxidase subunit II	contig_1	cds	4079750	4080361	+	OIFKLK_03827		SO:0001217, UniRef:UniRef50_D9IA44
cbbq/nirq/norq/gpvn family protein	CbbQ/NirQ/NorQ/GpvN family protein	contig_1	cds	588387	589169	+	OIFKLK_00543		SO:0001217, UniRef:UniRef50_A0A7Z0NDB0
cbs domain-containing protein	CBS domain-containing protein	contig_1	cds	3325246;3353448;3713813;4168435	3325659;3353864;3714970;4169982	+;-	OIFKLK_03126;OIFKLK_03155;OIFKLK_03466;OIFKLK_03911		SO:0001217, UniRef:UniRef50_A0A023WPJ0;SO:0001217, UniRef:UniRef50_A0A1X3S1Q3;SO:0001217, UniRef:UniRef50_Q9I1V6
cdar family transcriptional regulator	CdaR family transcriptional regulator	contig_1	cds	4629861	4630973	-	OIFKLK_04347	cdaR	SO:0001217, UniRef:UniRef50_Q9I4S4
cdf family cation-efflux transporter fief	CDF family cation-efflux transporter FieF	contig_1	cds	994922	995818	-	OIFKLK_00962	fieF	BlastRules:WP_001076748, BlastRules:WP_003093118, SO:0001217, UniRef:UniRef50_A0A3M3DVA4
cdf family iron/cobalt efflux transporter aitp	CDF family iron/cobalt efflux transporter AitP	contig_1	cds	4203954	4204910	+	OIFKLK_03946	aitP	BlastRules:WP_003112362, SO:0001217, UniRef:UniRef50_A0A3D5F1V5
cdf family zinc transporter czcd	CDF family zinc transporter CzcD	contig_1	cds	448597	449496	-	OIFKLK_00420	czcD	BlastRules:WP_003100957, BlastRules:WP_003229873, SO:0001217, UniRef:UniRef50_N8YMQ2
cdii immunity protein domain-containing protein	CdiI immunity protein domain-containing protein	contig_1	cds	834949	835239	+	OIFKLK_00808	cdiI	SO:0001217, UniRef:UniRef50_L7P7N0
cdii/pbii-responsive transcriptional regulator	Cd(II)/Pb(II)-responsive transcriptional regulator	contig_1	cds	2723992	2724390	+	OIFKLK_02646		SO:0001217, UniRef:UniRef50_A0A6N1XCS1
cdp-6-deoxy-delta-34-glucoseen reductase	CDP-6-deoxy-delta-3,4-glucoseen reductase	contig_1	cds	5198774	5199445	+	OIFKLK_04905		SO:0001217, UniRef:UniRef50_S6AZ07
cdp-alcohol phosphatidyltransferase	CDP-alcohol phosphatidyltransferase	contig_1	cds	2789154	2789789	+	OIFKLK_02707		SO:0001217, UniRef:UniRef50_A0A1A8XKS1
cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	contig_1	cds	2616099;5824403	2616659;5825218	+;-	OIFKLK_02537;OIFKLK_05495		SO:0001217, UniRef:UniRef50_A0A379I8F9;SO:0001217, UniRef:UniRef50_Q880X8
cell division atp-binding protein ftse	Cell division ATP-binding protein FtsE	contig_1	cds	428550	429221	+	OIFKLK_00396	ftsE	SO:0001217, UniRef:UniRef50_Q9I6C0
cell division coordinator cpob	Cell division coordinator CpoB	contig_1	cds	4700321	4701145	-	OIFKLK_04417	cpoB	SO:0001217, UniRef:UniRef50_P0A130
cell division inhibitor sula	cell division inhibitor SulA	contig_1	cds	2092139	2092624	-	OIFKLK_01996	sulA	BlastRules:WP_003091197, SO:0001217, UniRef:UniRef50_Q9HZJ8
cell division protein ftsa	Cell division protein FtsA	contig_1	cds	5356422	5357675	-	OIFKLK_05043	ftsA	SO:0001217, UniRef:UniRef50_P47203
cell division protein ftsb	Cell division protein FtsB	contig_1	cds	1415239	1415523	+	OIFKLK_01366	ftsB	SO:0001217, UniRef:UniRef50_S6AMV8
cell division protein ftsl	Cell division protein FtsL	contig_1	cds	5370227	5370520	-	OIFKLK_05054	ftsL	SO:0001217, UniRef:UniRef50_S6AMP1
cell division protein ftsq	Cell division protein FtsQ	contig_1	cds	5357697	5358560	-	OIFKLK_05044	ftsQ	SO:0001217, UniRef:UniRef50_G3XDA7
cell division protein ftsx	Cell division protein FtsX	contig_1	cds	429221	430228	+	OIFKLK_00397	ftsX	SO:0001217, UniRef:UniRef50_Q9R9Y4
cell division protein ftsz	Cell division protein FtsZ	contig_1	cds	5355187	5356371	-	OIFKLK_05042	ftsZ	SO:0001217, UniRef:UniRef50_Q9ZAW3
cell division protein zapa	Cell division protein ZapA	contig_1	cds	6450880	6451194	+	OIFKLK_06066	zapA	SO:0001217, UniRef:UniRef50_A0A7W7KKA8
cell division protein zape	Cell division protein ZapE	contig_1	cds	5386683;5496567	5387777;5497625	-	OIFKLK_05074;OIFKLK_05179	zapE	SO:0001217, UniRef:UniRef50_A0A509JLP5;SO:0001217, UniRef:UniRef50_A0A918JJ42
cell division protein zipa	Cell division protein ZipA	contig_1	cds	4105170	4106039	-	OIFKLK_03855	zipA	SO:0001217, UniRef:UniRef50_Q9I3I5
cell division topological sp	Cell division topological specificity factor	contig_1	cds	1836126	1836380	-	OIFKLK_01756		SO:0001217, UniRef:UniRef50_Q8EE12
cell shape-determining protein mrec	Cell shape-determining protein MreC	contig_1	cds	5427208	5428200	-	OIFKLK_05118	mreC	SO:0001217, UniRef:UniRef50_A0A139SUN6
cell surface protein	Cell surface protein	contig_1	cds	4358572	4360377	-	OIFKLK_04089		SO:0001217, UniRef:UniRef50_A0A2V2SXX2
