# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	1677479	1678195	+	OIFKLK_01610	253.0	9.8e-83	1.050	0.890	0.568	UniRef:UniRef50_A0A564FW22
contig_1	cds	1678185	1679348	+	OIFKLK_01611	709.0	1.2e-257	0.982	0.844	0.968	UniRef:UniRef50_A0A367MHB7
contig_1	cds	1679348	1679905	+	OIFKLK_01612	189.0	1.6e-59	0.946	0.822	0.571	UniRef:UniRef50_C1DLT0
contig_1	cds	1679896	1680666	+	OIFKLK_01613	377.0	1.9e-131	1.023	0.992	0.702	UniRef:UniRef50_A0A7X6SSV4
contig_1	cds	1680705	1680890	-	OIFKLK_01614	107.0	3.2e-31	1.033	1.0	0.937	UniRef:UniRef50_Q9HYN0
contig_1	cds	1680942	1681088	-	OIFKLK_01615	-	-	-	-	-	-
contig_1	cds	1681178	1681456	-	OIFKLK_01616	179.0	1.1e-58	1.0	1.0	0.989	UniRef:UniRef50_A0AAQ3LPB4
contig_1	cds	1681649	1682167	-	OIFKLK_01617	176.0	3.0e-55	0.994	1.043	0.550	UniRef:UniRef50_A0A024HDK4
contig_1	tRNA	1682287	1682363	+	OIFKLK_01618	76.2	-	-	-	-	-
contig_1	cds	1683880	1685106	+	OIFKLK_01619	740.0	4.5e-269	1.0	0.841	0.926	UniRef:UniRef50_A0A241XPG7
contig_1	cds	1685121	1687862	+	OIFKLK_01620	1487.0	0.0	1.0	1.057	0.936	UniRef:UniRef50_A0A448BU77
contig_1	tRNA	1688272	1688346	+	OIFKLK_01621	65.2	-	-	-	-	-
contig_1	cds	1688889	1690142	+	OIFKLK_01622	665.0	4.4e-240	1.0	0.965	0.818	UniRef:UniRef50_A0A481UZK9
contig_1	cds	1690816	1691856	+	OIFKLK_01623	375.0	2.0e-128	0.905	0.963	0.569	UniRef:UniRef50_A0A919DRM7
contig_1	cds	1691939	1693054	+	OIFKLK_01624	364.0	8.2e-123	1.003	0.949	0.551	UniRef:UniRef50_Q51416
contig_1	cds	1693080	1694237	+	OIFKLK_01625	778.0	7.5e-286	1.005	1.0	0.995	UniRef:UniRef50_P27017
contig_1	cds	1694234	1694824	+	OIFKLK_01626	274.0	7.0e-93	0.969	0.927	0.732	UniRef:UniRef50_P10932
contig_1	cds	1694867	1695385	+	OIFKLK_01627	331.0	4.0e-116	1.0	0.925	1.0	UniRef:UniRef50_Q51417
contig_1	cds	1695439	1695786	-	OIFKLK_01628	-	-	-	-	-	-
contig_1	cds	1696254	1697312	+	OIFKLK_01629	366.0	3.2e-124	1.006	0.992	0.616	UniRef:UniRef50_A0A3M5EI34
contig_1	cds	1697317	1698345	+	OIFKLK_01630	470.0	1.5e-165	0.982	0.971	0.688	UniRef:UniRef50_A0A5E7ED73
contig_1	cds	1698333	1699229	-	OIFKLK_01631	302.0	1.5e-100	0.940	0.892	0.604	UniRef:UniRef50_U5T5N0
contig_1	cds	1699286	1700632	-	OIFKLK_01632	657.0	1.0e-237	1.0	1.255	0.792	UniRef:UniRef50_A0A379VHB2
contig_1	cds	1700856	1702199	+	OIFKLK_01633	738.0	8.9e-268	0.982	0.940	0.822	UniRef:UniRef50_A0A448E007
contig_1	cds	1702383	1703687	+	OIFKLK_01634	476.0	6.3e-165	0.954	0.924	0.623	UniRef:UniRef50_A0A3M5TCG2
contig_1	cds	1703729	1704340	+	OIFKLK_01635	232.0	6.4e-76	1.005	0.958	0.583	UniRef:UniRef50_Q9HYP2
contig_1	cds	1704344	1705093	-	OIFKLK_01636	298.0	3.0e-100	0.984	0.894	0.588	UniRef:UniRef50_C3K0R6
contig_1	cds	1705164	1705634	-	OIFKLK_01637	285.0	1.0e-98	1.0	0.994	0.994	UniRef:UniRef50_Q9HYP4
contig_1	cds	1705689	1706012	-	OIFKLK_01638	108.0	5.7e-30	1.056	0.831	0.584	UniRef:UniRef50_Q9HYP5
contig_1	cds	1706157	1706894	-	OIFKLK_01639	333.0	2.3e-114	0.967	0.846	0.671	UniRef:UniRef50_Q88EQ9
contig_1	cds	1706987	1707919	+	OIFKLK_01640	507.0	6.8e-181	0.994	0.895	0.831	UniRef:UniRef50_Q8EC92
contig_1	cds	1707996	1708820	+	OIFKLK_01641	317.0	1.0e-106	0.993	0.869	0.574	UniRef:UniRef50_A0A1Y0FUB7
contig_1	cds	1709135	1709440	+	OIFKLK_01642	127.0	6.1e-38	1.0	0.981	0.624	UniRef:UniRef50_A0A9X0EHN2
contig_1	cds	1709442	1711157	+	OIFKLK_01643	738.0	2.2e-263	0.982	0.930	0.672	UniRef:UniRef50_A0A3G7TLS3
contig_1	cds	1711223	1711573	+	OIFKLK_01644	207.0	9.3e-69	1.181	1.0	0.847	UniRef:UniRef50_Q9HYQ0
contig_1	cds	1711657	1713795	+	OIFKLK_01645	1142.0	0.0	0.999	0.844	0.806	UniRef:UniRef50_Q9HYQ1
contig_1	cds	1713890	1715053	+	OIFKLK_01646	450.0	3.8e-155	0.987	0.825	0.636	UniRef:UniRef50_Q9HYQ2
contig_1	cds	1715203	1716219	+	OIFKLK_01647	512.0	3.4e-182	1.027	1.0	0.683	UniRef:UniRef50_A0A024HL98
contig_1	cds	1716337	1716771	+	OIFKLK_01648	174.0	6.0e-55	0.993	0.935	0.650	UniRef:UniRef50_N2JU13
contig_1	cds	1717048	1719099	+	OIFKLK_01649	1092.0	0.0	1.075	1.001	0.902	UniRef:UniRef50_Q9HYQ5
contig_1	cds	1719107	1721293	-	OIFKLK_01650	1064.0	0.0	1.001	0.979	0.737	UniRef:UniRef50_Q9HYQ6
contig_1	cds	1721362	1721652	+	OIFKLK_01651	112.0	5.3e-32	1.0	0.873	0.583	UniRef:UniRef50_L0WF96
contig_1	cds	1721748	1722740	+	OIFKLK_01652	380.0	5.6e-130	0.936	0.856	0.602	UniRef:UniRef50_A1VR25
contig_1	cds	1722751	1723917	-	OIFKLK_01653	356.0	1.2e-118	0.972	0.873	0.554	UniRef:UniRef50_A0A0M0TE68
contig_1	cds	1724009	1724821	-	OIFKLK_01654	528.0	3.8e-191	1.0	1.0	0.996	UniRef:UniRef50_A0A0T6GD42
contig_1	cds	1724879	1725118	-	OIFKLK_01655	-	-	-	-	-	-
contig_1	cds	1725132	1726124	-	OIFKLK_01656	310.0	5.3e-102	1.006	0.804	0.527	UniRef:UniRef50_Q9HYR2
contig_1	cds	1726128	1726553	-	OIFKLK_01657	298.0	4.5e-104	1.0	0.865	1.0	UniRef:UniRef50_A0A3N1H1P7
contig_1	cds	1726550	1727806	-	OIFKLK_01658	419.0	7.2e-143	0.957	0.909	0.548	UniRef:UniRef50_S3ARC2
contig_1	cds	1727799	1728713	-	OIFKLK_01659	308.0	8.4e-103	0.974	0.897	0.568	UniRef:UniRef50_A0A1D8G959
contig_1	cds	1728715	1730040	-	OIFKLK_01660	833.0	4.0e-305	1.109	0.998	0.888	UniRef:UniRef50_A0A427SV27
contig_1	cds	1730040	1731206	-	OIFKLK_01661	368.0	1.4e-123	0.982	0.920	0.504	UniRef:UniRef50_A0A0W7X9B9
contig_1	cds	1731203	1738261	-	OIFKLK_01662	1731.0	0.0	0.838	1.003	0.503	UniRef:UniRef50_UPI001EF8A970
contig_1	cds	1738743	1739348	+	OIFKLK_01663	241.0	3.2e-79	1.129	0.946	0.568	UniRef:UniRef50_Q9HYR9
contig_1	cds	1739692	1740579	-	OIFKLK_01664	348.0	6.2e-119	0.973	0.941	0.592	UniRef:UniRef50_A0A024HLU3
contig_1	cds	1740589	1742367	-	OIFKLK_01665	596.0	3.7e-207	1.0	0.958	0.515	UniRef:UniRef50_A0A0H3KWF1
contig_1	cds	1742364	1743239	-	OIFKLK_01666	364.0	4.2e-125	0.952	0.885	0.628	UniRef:UniRef50_A0A1Y1SBS9
contig_1	cds	1743551	1744363	+	OIFKLK_01667	-	-	-	-	-	-
contig_1	cds	1744371	1745285	-	OIFKLK_01668	335.0	1.7e-113	0.977	0.946	0.606	UniRef:UniRef50_A0A2C9WYV9
contig_1	cds	1745374	1745829	+	OIFKLK_01669	286.0	3.9e-99	1.0	0.915	0.987	UniRef:UniRef50_Q9HYS5
contig_1	cds	1746060	1748138	+	OIFKLK_01670	674.0	1.5e-234	1.055	0.989	0.515	UniRef:UniRef50_A0A411LEE0
contig_1	cds	1748196	1748696	-	OIFKLK_01671	215.0	1.6e-70	0.849	0.801	0.716	UniRef:UniRef50_Q9HYS6
contig_1	cds	1748762	1749490	-	OIFKLK_01672	-	-	-	-	-	-
contig_1	cds	1749614	1750384	-	OIFKLK_01673	248.0	1.7e-80	0.941	0.861	0.602	UniRef:UniRef50_A0A8E2U4Q4
contig_1	cds	1750381	1751214	-	OIFKLK_01674	307.0	8.1e-103	0.960	0.839	0.654	UniRef:UniRef50_F4GVJ9
contig_1	cds	1751208	1752011	-	OIFKLK_01675	329.0	3.1e-112	1.007	0.941	0.673	UniRef:UniRef50_K1JG05
contig_1	cds	1752008	1752865	-	OIFKLK_01676	328.0	1.1e-111	1.0	1.007	0.596	UniRef:UniRef50_A0A0P8X4H7
contig_1	cds	1753014	1753904	+	OIFKLK_01677	437.0	6.3e-154	0.983	0.964	0.797	UniRef:UniRef50_U7PAX2
contig_1	cds	1753908	1756088	-	OIFKLK_01678	1408.0	0.0	1.0	0.922	0.997	UniRef:UniRef50_Q9HYT3
contig_1	cds	1756415	1758070	+	OIFKLK_01679	640.0	2.5e-225	0.969	0.902	0.597	UniRef:UniRef50_Q9HYT4
contig_1	cds	1758139	1758594	-	OIFKLK_01680	283.0	8.1e-98	1.0	1.0	1.0	UniRef:UniRef50_Q9HYT5
contig_1	cds	1758877	1761723	-	OIFKLK_01681	1856.0	0.0	0.999	0.914	0.995	UniRef:UniRef50_Q9HYT6
contig_1	cds	1761965	1762273	+	OIFKLK_01682	159.0	2.6e-50	1.088	1.0	0.829	UniRef:UniRef50_A0A2U2XXU4
contig_1	cds	1762327	1762929	+	OIFKLK_01683	294.0	1.7e-100	1.0	0.905	0.695	UniRef:UniRef50_A0A1G5NXM8
contig_1	cds	1762926	1763087	+	OIFKLK_01684	62.0	2.7e-13	0.868	0.836	0.739	UniRef:UniRef50_A0A6S5CUX8
contig_1	ncRNA	1763298	1763510	+	OIFKLK_01685	203.5	4.7e-27	-	-	-	RFAM:RF01673
contig_1	cds	1763336	1763449	+	OIFKLK_01686	59.3	1.2e-12	0.973	0.837	0.694	UniRef:UniRef50_A0A0C5DXZ5
contig_1	cds	1763658	1765652	+	OIFKLK_01687	617.0	3.1e-213	0.994	0.965	0.532	UniRef:UniRef50_Q9HYT9
contig_1	cds	1765639	1765842	+	OIFKLK_01688	86.3	1.7e-22	0.940	0.926	0.619	UniRef:UniRef50_N2JCC6
contig_1	ncRNA	1765663	1765797	+	OIFKLK_01689	127.4	2.6e-18	-	-	-	RFAM:RF01671
contig_1	cds	1765869	1766726	+	OIFKLK_01690	355.0	1.1e-121	1.0	0.880	0.677	UniRef:UniRef50_U3AU64
contig_1	cds	1766707	1767882	-	OIFKLK_01691	690.0	8.2e-251	1.043	1.0	0.944	UniRef:UniRef50_A0A3M5DH72
contig_1	cds	1768033	1768503	-	OIFKLK_01692	192.0	1.3e-61	1.0	0.902	0.628	UniRef:UniRef50_A0A2Z5AGN8
contig_1	cds	1768500	1769450	-	OIFKLK_01693	421.0	1.5e-146	0.972	0.890	0.687	UniRef:UniRef50_Q9HYU2
contig_1	cds	1769697	1771385	+	OIFKLK_01694	904.0	0.0	1.0	0.941	0.778	UniRef:UniRef50_A0A8T9FU99
contig_1	cds	1771620	1773308	+	OIFKLK_01695	670.0	4.7e-237	0.998	0.940	0.592	UniRef:UniRef50_A0A8T9FU99
contig_1	cds	1773431	1773640	+	OIFKLK_01696	83.6	2.1e-21	1.0	1.0	0.710	UniRef:UniRef50_A6V2C4
contig_1	cds	1773815	1777795	+	OIFKLK_01697	2060.0	0.0	1.164	1.0	0.719	UniRef:UniRef50_A0A5A9W373
contig_1	cds	1777868	1779298	-	OIFKLK_01698	508.0	1.1e-175	1.038	0.922	0.569	UniRef:UniRef50_A0A5P1UTU4
contig_1	cds	1779503	1779940	+	OIFKLK_01699	213.0	2.1e-70	0.986	0.911	0.713	UniRef:UniRef50_D4Z6B6
contig_1	cds	1780169	1782235	+	OIFKLK_01700	1115.0	0.0	0.985	0.993	0.926	UniRef:UniRef50_A0A9X2C7M4
contig_1	cds	1782245	1783060	+	OIFKLK_01701	559.0	2.6e-203	1.0	1.0	0.993	UniRef:UniRef50_Q9HYV0
contig_1	cds	1785420	1785662	-	OIFKLK_01702	-	-	-	-	-	-
contig_1	cds	1785978	1787318	+	OIFKLK_01703	-	-	-	-	-	-
contig_1	cds	1787357	1787770	-	OIFKLK_01704	153.0	1.2e-46	1.015	0.818	0.583	UniRef:UniRef50_Q9HYV4
contig_1	cds	1787883	1788353	+	OIFKLK_01705	223.0	2.2e-73	0.981	0.801	0.680	UniRef:UniRef50_Q88JT5
contig_1	cds	1788357	1788872	-	OIFKLK_01706	-	-	-	-	-	-
contig_1	cds	1789363	1790484	+	OIFKLK_01707	520.0	5.0e-184	0.933	0.857	0.747	UniRef:UniRef50_A0A1C2D9K4
contig_1	cds	1790487	1791098	+	OIFKLK_01708	210.0	6.3e-67	0.970	0.828	0.609	UniRef:UniRef50_A0A0C5E0Q3
contig_1	cds	1791092	1791331	+	OIFKLK_01709	147.0	4.1e-46	0.975	0.846	0.961	UniRef:UniRef50_S6AYL6
contig_1	ncRNA	1791102	1791383	+	OIFKLK_01710	328.9	1.7e-39	-	-	-	RFAM:RF01670
contig_1	cds	1791737	1792051	+	OIFKLK_01711	-	-	-	-	-	-
contig_1	cds	1792070	1792924	+	OIFKLK_01712	546.0	3.6e-197	0.975	0.850	0.982	UniRef:UniRef50_Q9HYW0
contig_1	cds	1792921	1793655	+	OIFKLK_01713	257.0	9.9e-85	0.984	0.956	0.554	UniRef:UniRef50_A0A0H2ZDY6
contig_1	cds	1793658	1794248	+	OIFKLK_01714	239.0	1.3e-78	0.990	0.829	0.613	UniRef:UniRef50_A0A5S9MQN2
contig_1	cds	1794495	1795811	+	OIFKLK_01715	586.0	5.2e-208	0.959	0.921	0.688	UniRef:UniRef50_P05695
contig_1	cds	1796270	1797592	+	OIFKLK_01716	655.0	2.4e-235	0.948	0.914	0.741	UniRef:UniRef50_P05695
contig_1	cds	1797761	1798060	+	OIFKLK_01717	187.0	1.4e-61	0.990	0.845	1.0	UniRef:UniRef50_Q9HYW3
contig_1	cds	1798186	1798998	+	OIFKLK_01718	-	-	-	-	-	-
contig_1	cds	1799231	1799653	+	OIFKLK_01719	296.0	3.6e-103	1.0	0.915	1.0	UniRef:UniRef50_F6A915
contig_1	cds	1799650	1799979	+	OIFKLK_01720	106.0	2.8e-29	0.972	0.914	0.500	UniRef:UniRef50_Q11PU6
contig_1	cds	1800058	1800345	-	OIFKLK_01721	174.0	2.4e-56	1.0	0.841	1.0	UniRef:UniRef50_Q9HYW7
contig_1	cds	1800512	1800895	+	OIFKLK_01722	134.0	1.6e-39	0.984	0.926	0.592	UniRef:UniRef50_A0A2R4KS67
contig_1	cds	1800964	1801296	+	OIFKLK_01723	-	-	-	-	-	-
contig_1	cds	1801402	1805310	+	OIFKLK_01724	1602.0	0.0	1.173	0.913	0.588	UniRef:UniRef50_A0A2S7C8S9
contig_1	cds	1805318	1808797	-	OIFKLK_01725	1758.0	0.0	1.003	0.956	0.779	UniRef:UniRef50_Q9HYX0
contig_1	cds	1809081	1809650	+	OIFKLK_01726	277.0	9.3e-94	0.989	0.827	0.738	UniRef:UniRef50_Q9HYX1
contig_1	cds	1809717	1810571	+	OIFKLK_01727	357.0	9.9e-123	0.947	0.876	0.647	UniRef:UniRef50_A0A0C5ET26
contig_1	cds	1810668	1812833	+	OIFKLK_01728	1126.0	0.0	1.014	0.873	0.747	UniRef:UniRef50_Q1LB10
contig_1	cds	1813008	1814882	+	OIFKLK_01729	936.0	0.0	0.997	0.885	0.749	UniRef:UniRef50_Q9HYX4
contig_1	ncRNA	1813657	1813781	+	OIFKLK_01730	61.8	4.9e-09	-	-	-	RFAM:RF02835
contig_1	cds	1814943	1815152	-	OIFKLK_01731	94.7	1.1e-25	1.116	0.975	0.623	UniRef:UniRef50_A0A099D496
contig_1	cds	1815367	1815681	-	OIFKLK_01732	125.0	4.2e-37	0.990	0.981	0.670	UniRef:UniRef50_Q7MZY0
contig_1	cds	1815821	1816747	-	OIFKLK_01733	398.0	1.8e-137	0.994	0.823	0.719	UniRef:UniRef50_O34524
contig_1	cds	1816834	1817754	-	OIFKLK_01734	548.0	1.6e-197	1.0	0.933	0.928	UniRef:UniRef50_Q88M72
contig_1	tRNA	1817919	1817994	+	OIFKLK_01735	84.4	-	-	-	-	-
contig_1	tRNA	1818011	1818087	+	OIFKLK_01736	90.7	-	-	-	-	-
contig_1	cds	1818344	1819105	+	OIFKLK_01737	243.0	6.0e-79	0.901	0.901	0.561	UniRef:UniRef50_A0A369YZQ3
contig_1	cds	1819475	1819906	+	OIFKLK_01738	253.0	6.0e-86	0.944	0.849	0.985	UniRef:UniRef50_A0A078LNS3
contig_1	cds	1819894	1820640	-	OIFKLK_01739	495.0	1.4e-178	1.0	0.954	0.984	UniRef:UniRef50_Q9HYX9
contig_1	cds	1820744	1821055	+	OIFKLK_01740	182.0	2.7e-59	0.990	0.919	0.980	UniRef:UniRef50_A0A2R4KQR0
contig_1	cds	1821058	1821423	+	OIFKLK_01741	189.0	2.1e-61	0.975	0.881	0.797	UniRef:UniRef50_A0A3D4NMR2
contig_1	cds	1821413	1821892	+	OIFKLK_01742	217.0	1.7e-71	0.956	0.894	0.691	UniRef:UniRef50_M4X2W8
contig_1	cds	1821906	1823654	-	OIFKLK_01743	856.0	0.0	0.997	0.988	0.752	UniRef:UniRef50_N2JRT7
contig_1	cds	1823750	1825879	-	OIFKLK_01744	1051.0	0.0	0.999	0.851	0.749	UniRef:UniRef50_Q9HYY3
contig_1	cds	1825976	1826938	+	OIFKLK_01745	473.0	5.6e-167	1.0	0.922	0.734	UniRef:UniRef50_A0A379KDY4
contig_1	cds	1826999	1827649	-	OIFKLK_01746	248.0	7.9e-82	1.0	0.935	0.593	UniRef:UniRef50_A0A085G6Z7
contig_1	cds	1827649	1828644	-	OIFKLK_01747	369.0	2.7e-125	1.060	0.875	0.558	UniRef:UniRef50_A0A085JKE4
contig_1	cds	1828647	1829444	-	OIFKLK_01748	302.0	7.7e-102	0.955	0.930	0.569	UniRef:UniRef50_A0A1I0FZ56
contig_1	cds	1829431	1830270	-	OIFKLK_01749	332.0	1.0e-112	0.968	0.839	0.600	UniRef:UniRef50_A0A0W8JG47
contig_1	cds	1830267	1831076	-	OIFKLK_01750	273.0	9.1e-90	0.993	0.905	0.521	UniRef:UniRef50_A0A0E4HA53
contig_1	cds	1831131	1832189	-	OIFKLK_01751	509.0	1.5e-180	1.009	0.989	0.738	UniRef:UniRef50_F3GDT6
contig_1	cds	1832553	1833269	+	OIFKLK_01752	343.0	5.2e-118	0.992	0.819	0.720	UniRef:UniRef50_A0A3M3DZG6
contig_1	cds	1833335	1833886	+	OIFKLK_01753	367.0	1.1e-129	1.0	0.893	0.989	UniRef:UniRef50_Q9HYZ2
contig_1	cds	1833929	1835218	-	OIFKLK_01754	722.0	2.5e-261	1.0	0.876	0.811	UniRef:UniRef50_C3K0D7
contig_1	cds	1835387	1836022	-	OIFKLK_01755	226.0	2.5e-73	0.976	0.912	0.510	UniRef:UniRef50_A0A5C6D269
contig_1	cds	1836126	1836380	-	OIFKLK_01756	127.0	4.9e-38	0.976	0.863	0.756	UniRef:UniRef50_Q8EE12
contig_1	cds	1836377	1837192	-	OIFKLK_01757	377.0	5.5e-131	0.993	0.903	0.706	UniRef:UniRef50_C4K837
contig_1	cds	1837254	1838045	-	OIFKLK_01758	343.0	2.5e-117	1.202	1.0	0.668	UniRef:UniRef50_Q88M41
contig_1	cds	1838205	1839143	+	OIFKLK_01759	530.0	1.4e-189	1.0	0.864	0.827	UniRef:UniRef50_A0A0B3BUF9
contig_1	cds	1839211	1840380	+	OIFKLK_01760	535.0	5.5e-189	1.003	0.903	0.721	UniRef:UniRef50_A0A024HKP3
contig_1	cds	1840444	1841301	-	OIFKLK_01761	412.0	7.4e-144	0.982	0.809	0.686	UniRef:UniRef50_Q9HZ00
contig_1	cds	1841442	1842245	-	OIFKLK_01762	334.0	5.9e-114	0.993	0.875	0.634	UniRef:UniRef50_Q9HZ01
contig_1	cds	1842249	1843610	-	OIFKLK_01763	691.0	1.2e-248	0.954	0.889	0.780	UniRef:UniRef50_A0A0C5DTW9
contig_1	cds	1843784	1843969	-	OIFKLK_01764	79.7	6.2e-20	1.0	0.803	0.590	UniRef:UniRef50_A8HAE9
contig_1	cds	1844263	1845120	+	OIFKLK_01765	362.0	2.1e-124	0.993	0.868	0.654	UniRef:UniRef50_Q88M34
contig_1	cds	1845338	1845649	+	OIFKLK_01766	117.0	1.3e-33	1.0	0.981	0.592	UniRef:UniRef50_K2K1S2
contig_1	cds	1845646	1847301	+	OIFKLK_01767	852.0	7.7e-308	0.987	0.827	0.829	UniRef:UniRef50_P32705
contig_1	cds	1847391	1849190	+	OIFKLK_01768	1152.0	0.0	1.002	1.0	0.995	UniRef:UniRef50_Q9HZ07
contig_1	cds	1849187	1849813	+	OIFKLK_01769	414.0	4.4e-148	1.0	1.0	0.995	UniRef:UniRef50_N2JCC3
contig_1	cds	1849922	1850080	+	OIFKLK_01770	-	-	-	-	-	-
contig_1	cds	1850340	1851464	+	OIFKLK_01771	481.0	3.1e-168	1.128	0.995	0.592	UniRef:UniRef50_A0A0Q0AC34
contig_1	cds	1851497	1851763	-	OIFKLK_01772	118.0	1.3e-34	0.989	0.926	0.621	UniRef:UniRef50_A0A024HK47
contig_1	cds	1852045	1853877	-	OIFKLK_01773	849.0	1.1e-305	1.080	0.992	0.677	UniRef:UniRef50_A0A0U5KZ58
contig_1	cds	1853940	1854503	-	OIFKLK_01774	223.0	7.4e-73	1.011	0.892	0.619	UniRef:UniRef50_P0AFL3
contig_1	cds	1854485	1855312	-	OIFKLK_01775	296.0	3.3e-99	0.956	0.956	0.567	UniRef:UniRef50_A0A8S0GX04
contig_1	cds	1855319	1856248	-	OIFKLK_01776	482.0	1.3e-170	0.987	0.845	0.790	UniRef:UniRef50_A0A423P109
contig_1	cds	1856448	1856765	+	OIFKLK_01777	124.0	2.3e-36	0.962	0.886	0.574	UniRef:UniRef50_Q9HZ16
contig_1	cds	1856912	1857553	+	OIFKLK_01778	280.0	1.1e-94	0.934	0.869	0.693	UniRef:UniRef50_Q9HZ17
contig_1	cds	1857658	1858557	-	OIFKLK_01779	302.0	2.9e-100	0.936	0.841	0.614	UniRef:UniRef50_Q1I6V7
contig_1	cds	1858567	1858902	-	OIFKLK_01780	135.0	2.5e-40	0.991	0.859	0.618	UniRef:UniRef50_A0A024HKK1
contig_1	cds	1858967	1859731	-	OIFKLK_01781	306.0	4.5e-103	0.976	0.816	0.637	UniRef:UniRef50_Q4KGC3
contig_1	cds	1859878	1860690	+	OIFKLK_01782	335.0	2.8e-114	0.907	0.851	0.633	UniRef:UniRef50_A0A6J5LG18
contig_1	cds	1860687	1861742	+	OIFKLK_01783	461.0	1.5e-161	0.934	0.914	0.698	UniRef:UniRef50_A0A061CUV5
contig_1	cds	1861732	1863072	-	OIFKLK_01784	687.0	5.0e-247	1.0	0.892	0.796	UniRef:UniRef50_Q9HZ23
contig_1	cds	1863340	1863657	-	OIFKLK_01785	129.0	2.9e-38	0.924	0.808	0.629	UniRef:UniRef50_A0A1N7K8S7
contig_1	cds	1863818	1864813	+	OIFKLK_01786	650.0	1.1e-236	1.0	0.880	0.994	UniRef:UniRef50_A0A7U7IC25
contig_1	cds	1864836	1865480	-	OIFKLK_01787	383.0	3.3e-135	1.0	0.911	0.953	UniRef:UniRef50_S6BKM3
contig_1	cds	1865477	1866415	-	OIFKLK_01788	336.0	9.2e-114	1.0	0.981	0.561	UniRef:UniRef50_Q9HZ27
contig_1	cds	1866417	1867211	-	OIFKLK_01789	283.0	4.6e-94	0.985	0.875	0.577	UniRef:UniRef50_K8PDE3
contig_1	cds	1867208	1868353	-	OIFKLK_01790	387.0	2.4e-131	0.953	0.890	0.590	UniRef:UniRef50_A0AAJ5N7Z0
contig_1	cds	1868420	1869874	-	OIFKLK_01791	691.0	1.5e-247	1.0	0.895	0.698	UniRef:UniRef50_A0A0B7D8C0
contig_1	cds	1870032	1870403	+	OIFKLK_01792	153.0	2.0e-47	0.911	0.868	0.625	UniRef:UniRef50_A0A1H2NAT3
contig_1	cds	1870468	1871028	+	OIFKLK_01793	200.0	9.6e-64	1.016	0.931	0.550	UniRef:UniRef50_W9VAH4
contig_1	cds	1871009	1871488	-	OIFKLK_01794	-	-	-	-	-	-
contig_1	cds	1871528	1872865	-	OIFKLK_01795	569.0	1.3e-200	0.984	0.869	0.676	UniRef:UniRef50_Q9HZ34
contig_1	cds	1872980	1873312	-	OIFKLK_01796	-	-	-	-	-	-
contig_1	cds	1873309	1873419	-	OIFKLK_01797	-	-	-	-	-	-
contig_1	cds	1873548	1874225	-	OIFKLK_01798	236.0	1.4e-76	0.987	0.857	0.554	UniRef:UniRef50_A0A2K8L5D2
contig_1	cds	1874236	1874595	-	OIFKLK_01799	-	-	-	-	-	-
contig_1	cds	1874774	1875073	-	OIFKLK_01800	141.0	3.3e-43	1.0	0.811	0.727	UniRef:UniRef50_Q6LP86
contig_1	cds	1875075	1875662	-	OIFKLK_01801	292.0	6.7e-100	1.0	0.907	0.692	UniRef:UniRef50_Q9HZ39
contig_1	cds	1875878	1876765	+	OIFKLK_01802	456.0	1.7e-161	0.942	0.880	0.784	UniRef:UniRef50_A0A109KS37
contig_1	cds	1876762	1877391	+	OIFKLK_01803	270.0	2.5e-90	0.981	0.820	0.615	UniRef:UniRef50_A0A161HVR8
contig_1	cds	1877426	1878316	+	OIFKLK_01804	303.0	1.5e-100	0.922	0.808	0.634	UniRef:UniRef50_Q83CP8
contig_1	cds	1878456	1879454	+	OIFKLK_01805	-	-	-	-	-	-
contig_1	cds	1879535	1880065	+	OIFKLK_01806	256.0	3.4e-86	0.955	0.903	0.774	UniRef:UniRef50_A4XQ31
contig_1	cds	1880150	1880362	+	OIFKLK_01807	140.0	6.9e-44	1.0	0.933	0.971	UniRef:UniRef50_A0A024HEV2
contig_1	cds	1880369	1881373	-	OIFKLK_01808	515.0	9.0e-183	0.985	0.818	0.772	UniRef:UniRef50_P27726
contig_1	cds	1881503	1883329	+	OIFKLK_01809	762.0	3.5e-272	0.982	0.958	0.633	UniRef:UniRef50_P31961
contig_1	cds	1883432	1884427	+	OIFKLK_01810	649.0	2.1e-236	1.0	0.930	1.0	UniRef:UniRef50_Q9HZ46
contig_1	cds	1884462	1885190	+	OIFKLK_01811	424.0	9.7e-151	0.992	0.984	0.879	UniRef:UniRef50_A0A6G6ITX2
contig_1	cds	1885187	1886635	+	OIFKLK_01812	686.0	8.2e-246	0.990	0.919	0.744	UniRef:UniRef50_Q9HZ47
contig_1	cds	1887160	1888422	+	OIFKLK_01813	814.0	1.7e-298	0.979	0.909	1.0	UniRef:UniRef50_A0A0G3BGA5
contig_1	cds	1888523	1889455	+	OIFKLK_01814	377.0	2.6e-129	0.974	0.846	0.609	UniRef:UniRef50_A0AAJ5T3H9
contig_1	cds	1889448	1890293	+	OIFKLK_01815	350.0	8.4e-120	0.986	0.885	0.635	UniRef:UniRef50_A0AAJ5T3R6
