Product	Sequence_Count	Sequence Ids	Locus Tag Count	Locus Tags
D-amino acid dehydrogenase 2	1	contig_1	1	OIFKLK_05906
D-amino-acid dehydrogenase	1	contig_1	1	OIFKLK_03078
D-aminoacyl-tRNA deacylase	1	contig_1	1	OIFKLK_05901
D-beta-hydroxybutyrate dehydrogenase	1	contig_1	1	OIFKLK_02118
D-galactarate permease	1	contig_1	1	OIFKLK_03107
D-hydroxyproline dehydrogenase subunit beta LhpB	1	contig_1	1	OIFKLK_04118
D-inositol-3-phosphate glycosyltransferase	1	contig_1	1	OIFKLK_05824
D-lactate dehydrogenase	1	contig_1	1	OIFKLK_04466
D-lactate dehydrogenase (cytochrome)	1	contig_1	2	OIFKLK_05581;OIFKLK_06196
D-methionine transport system permease protein MetI	1	contig_1	1	OIFKLK_02895
D-rhamnosyltransferase WbpZ	1	contig_1	1	OIFKLK_06297
D-ribose/D-allose-binding protein	1	contig_1	1	OIFKLK_03372
D-serine dehydratase	1	contig_1	1	OIFKLK_01632
D-xylose utilization operon transcriptional repressor	1	contig_1	1	OIFKLK_04116
Damage-inducible protein	1	contig_1	1	OIFKLK_02754
dCTP deaminase	1	contig_1	1	OIFKLK_01504
DEAD/DEAH box helicase	1	contig_1	2	OIFKLK_04639;OIFKLK_05446
Deaminated glutathione amidase	1	contig_1	1	OIFKLK_05113
Death domain-containing protein	1	contig_1	1	OIFKLK_05286
Deblocking aminopeptidase	1	contig_1	1	OIFKLK_01523
Decarbamoylnovobiocin carbamoyltransferase	1	contig_1	1	OIFKLK_03242
DegT/DnrJ/EryC1/StrS family aminotransferase	1	contig_1	1	OIFKLK_04308
DegV domain-containing protein	1	contig_1	1	OIFKLK_04558
Dehydrogenase	1	contig_1	3	OIFKLK_02197;OIFKLK_04449;OIFKLK_05851
Delta-9 fatty acid desaturase	1	contig_1	1	OIFKLK_00301
Delta-aminolevulinic acid dehydratase	1	contig_1	1	OIFKLK_06084
Deoxyguanosinetriphosphate triphosphohydrolase-like protein	1	contig_1	1	OIFKLK_01960
Deoxyribodipyrimidine photo-lyase	1	contig_1	1	OIFKLK_05430
Deoxyuridine 5'-triphosphate nucleotidohydrolase	1	contig_1	1	OIFKLK_06163
Dephospho-CoA kinase	1	contig_1	1	OIFKLK_05169
DhcR, transcriptional regulator	1	contig_1	1	OIFKLK_03315
Di/tripeptide-binding protein 1	1	contig_1	2	OIFKLK_05134;OIFKLK_05138
Di/tripeptide-binding protein 2	1	contig_1	1	OIFKLK_05135
Di/tripeptide-binding protein 4	1	contig_1	1	OIFKLK_05140
Diacetyl reductase	1	contig_1	1	OIFKLK_01659
Diacetyl reductase [(S)-acetoin forming]	1	contig_1	1	OIFKLK_00125
Diacylglycerol kinase	1	contig_1	1	OIFKLK_01398
Diaminobutyrate--2-oxoglutarate transaminase	1	contig_1	1	OIFKLK_03086
diaminobutyrate-2-oxoglutarate aminotransferase PvdH	1	contig_1	1	OIFKLK_02835
Diaminopimelate decarboxylase	1	contig_1	1	OIFKLK_06119
Diaminopimelate epimerase	1	contig_1	1	OIFKLK_06120
Dibenzothiophene monooxygenase	1	contig_1	4	OIFKLK_02899;OIFKLK_02900;OIFKLK_02921;OIFKLK_02922
Dienelactone hydrolase	1	contig_1	1	OIFKLK_03411
Dienelactone hydrolase domain-containing protein	1	contig_1	2	OIFKLK_03737;OIFKLK_04219
Dienelactone hydrolase family protein	1	contig_1	1	OIFKLK_02350
diguanylate cyclase	1	contig_1	11	OIFKLK_00305;OIFKLK_00359;OIFKLK_01646;OIFKLK_01826;OIFKLK_02140;OIFKLK_02249;OIFKLK_03469;OIFKLK_04965;OIFKLK_05658;OIFKLK_06137;OIFKLK_06336
Diguanylate cyclase	1	contig_1	2	OIFKLK_04204;OIFKLK_04552
Diguanylate cyclase (GGDEF) domain-containing protein	1	contig_1	1	OIFKLK_01743
diguanylate cyclase inhibitor YfiR	1	contig_1	1	OIFKLK_04266
diguanylate cyclase RoeA	1	contig_1	1	OIFKLK_04283
diguanylate cyclase TpbB	1	contig_1	1	OIFKLK_04267
Diguanylate cyclase/phosphodiesterase	1	contig_1	1	OIFKLK_04039
dihydro-heme d1 dehydrogenase	1	contig_1	1	OIFKLK_00532
Dihydrofolate reductase	1	contig_1	1	OIFKLK_00371
Dihydrofolate synthase/folylpolyglutamate synthase	1	contig_1	1	OIFKLK_01889
Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	1	contig_1	2	OIFKLK_01569;OIFKLK_02998
Dihydrolipoyl dehydrogenase	1	contig_1	2	OIFKLK_02997;OIFKLK_03747
Dihydrolipoyl dehydrogenase 3	1	contig_1	1	OIFKLK_05643
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	1	contig_1	1	OIFKLK_05836
Dihydrolipoyllysine-residue succinyltransferase	1	contig_1	1	OIFKLK_03748
Dihydromonapterin reductase	1	contig_1	1	OIFKLK_01548
dihydroorotase	1	contig_1	1	OIFKLK_00424
Dihydroorotase	1	contig_1	2	OIFKLK_01477;OIFKLK_06392
Dihydroorotate dehydrogenase (quinone)	1	contig_1	1	OIFKLK_01953
dihydropteroate synthase	1	contig_1	1	OIFKLK_05558
Dihydropyrimidinase	1	contig_1	1	OIFKLK_00464
dihydrouracil dehydrogenase (NAD(+))	1	contig_1	2	OIFKLK_00462;OIFKLK_00463
Dihydroxy-acid dehydratase	1	contig_1	1	OIFKLK_00374
Dimethyl-sulfide monooxygenase	1	contig_1	1	OIFKLK_02920
Dimethylallyltransferase	1	contig_1	1	OIFKLK_05333
dimethylglycine demethylation protein DgcA	1	contig_1	1	OIFKLK_06245
dimethylglycine demethylation protein DgcB	1	contig_1	1	OIFKLK_06246
Dioxygenase for synthesis of lipid	1	contig_1	1	OIFKLK_05150
Dipeptidase	1	contig_1	1	OIFKLK_05473
Dipeptide transport system permease protein DppB	1	contig_1	1	OIFKLK_05141
Disulfide bond formation protein B 1	1	contig_1	1	OIFKLK_06098
Disulfide bond formation protein B 2	1	contig_1	1	OIFKLK_00563
Disulfide bond formation protein DsbA	1	contig_1	2	OIFKLK_02599;OIFKLK_04727
Disulfide-bond oxidoreductase YfcG	1	contig_1	4	OIFKLK_01968;OIFKLK_03678;OIFKLK_03711;OIFKLK_04200
dITP/XTP pyrophosphatase	1	contig_1	1	OIFKLK_00409
Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	1	contig_1	1	OIFKLK_01348
Divalent metal cation transporter MntH	1	contig_1	1	OIFKLK_04629
Divalent metal cation transporter MntH 1	1	contig_1	1	OIFKLK_04967
Divergent polysaccharide deacetylase family protein	1	contig_1	1	OIFKLK_05958
DMT family protein	1	contig_1	1	OIFKLK_03803
DMT family transporter	1	contig_1	3	OIFKLK_01669;OIFKLK_04121;OIFKLK_05627
DNA (cytosine-5-)-methyltransferase	1	contig_1	2	OIFKLK_02442;OIFKLK_04837
DNA 3'-5' helicase	1	contig_1	4	OIFKLK_04067;OIFKLK_04916;OIFKLK_05255;OIFKLK_06293
DNA 5'-3' helicase	1	contig_1	1	OIFKLK_03453
DNA damage-inducible protein YebG	1	contig_1	1	OIFKLK_01572
DNA gyrase inhibitor YacG	1	contig_1	1	OIFKLK_05170
DNA gyrase subunit A	1	contig_1	1	OIFKLK_01835
DNA gyrase subunit B	1	contig_1	1	OIFKLK_00004
DNA helicase RecQ	1	contig_1	1	OIFKLK_01645
DNA internalization-related competence protein ComEC/Rec2	1	contig_1	1	OIFKLK_02022
DNA ligase	1	contig_1	1	OIFKLK_03854
DNA ligase (ATP)	1	contig_1	1	OIFKLK_03178
DNA mismatch repair protein MutL	1	contig_1	1	OIFKLK_05764
DNA mismatch repair protein MutS	1	contig_1	1	OIFKLK_01381
DNA polymerase	1	contig_1	1	OIFKLK_03432
DNA polymerase I	1	contig_1	1	OIFKLK_06343
DNA polymerase III PolC-type	1	contig_1	1	OIFKLK_03805
DNA polymerase III subunit alpha	1	contig_1	1	OIFKLK_01360
DNA polymerase III subunit chi	1	contig_1	2	OIFKLK_01093;OIFKLK_01094
DNA polymerase III subunit delta	1	contig_1	1	OIFKLK_00934
DNA polymerase III subunit delta'	1	contig_1	1	OIFKLK_02045
DNA polymerase III subunit epsilon	1	contig_1	1	OIFKLK_03506
DNA polymerase III subunit gamma/tau	1	contig_1	1	OIFKLK_03849
DNA polymerase IV	1	contig_1	2	OIFKLK_04470;OIFKLK_04906
DNA primase	1	contig_1	1	OIFKLK_00602
DNA protecting protein DprA	1	contig_1	1	OIFKLK_00025
DNA recombination protein RmuC	1	contig_1	1	OIFKLK_04602
DNA recombination RmuC-like protein	1	contig_1	1	OIFKLK_04366
DNA repair protein	1	contig_1	2	OIFKLK_01210;OIFKLK_04877
DNA repair protein RadA	1	contig_1	1	OIFKLK_05376
DNA repair protein RecN	1	contig_1	1	OIFKLK_05572
DNA repair protein RecO	1	contig_1	1	OIFKLK_04667
DNA replication and repair protein RecF	1	contig_1	1	OIFKLK_00003
DNA topoisomerase	1	contig_1	3	OIFKLK_02648;OIFKLK_03004;OIFKLK_04765
DNA topoisomerase 1	1	contig_1	2	OIFKLK_01993;OIFKLK_05210
DNA topoisomerase 4 subunit A	1	contig_1	1	OIFKLK_05782
DNA topoisomerase 4 subunit B	1	contig_1	1	OIFKLK_05785
DNA translocase FtsK	1	contig_1	1	OIFKLK_02420
DNA-3-methyladenine glycosylase I	1	contig_1	2	OIFKLK_00014;OIFKLK_04192
DNA-3-methyladenine glycosylase II	1	contig_1	1	OIFKLK_03645
DNA-binding protein	1	contig_1	6	OIFKLK_00338;OIFKLK_00779;OIFKLK_04004;OIFKLK_05466;OIFKLK_05467;OIFKLK_05984
DNA-binding protein Fis	1	contig_1	1	OIFKLK_05668
DNA-Binding protein G5P	1	contig_1	2	OIFKLK_04854;OIFKLK_05464
DNA-binding protein HU, alpha subunit	1	contig_1	1	OIFKLK_03519
DNA-binding protein HU-alpha	1	contig_1	1	OIFKLK_06190
DNA-binding response regulator	1	contig_1	1	OIFKLK_03895
DNA-binding transcriptional LysR family regulator	1	contig_1	2	OIFKLK_02753;OIFKLK_02912
DNA-binding transcriptional regulator, MarR family	1	contig_1	1	OIFKLK_05993
DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	1	contig_1	1	OIFKLK_03280
DNA-binding transcriptional repressor AcrR	1	contig_1	1	OIFKLK_02255
DNA-damage-inducible protein F	1	contig_1	1	OIFKLK_05633
DNA-directed RNA polymerase sigma-70 factor	1	contig_1	1	OIFKLK_03943
DNA-directed RNA polymerase subunit alpha	1	contig_1	1	OIFKLK_00731
DNA-directed RNA polymerase subunit beta	1	contig_1	1	OIFKLK_00699
DNA-directed RNA polymerase subunit beta'	1	contig_1	1	OIFKLK_00700
DNA-directed RNA polymerase subunit omega	1	contig_1	1	OIFKLK_06179
Dodecin flavoprotein	1	contig_1	1	OIFKLK_00043
DOPA 4,5-dioxygenase family protein	1	contig_1	1	OIFKLK_00037
DotU/TssL family secretion system protein	1	contig_1	1	OIFKLK_02884
DSBA-like thioredoxin domain-containing protein	1	contig_1	2	OIFKLK_00066;OIFKLK_04540
dTDP-4-dehydrorhamnose 3,5-epimerase	1	contig_1	1	OIFKLK_06001
dTDP-4-dehydrorhamnose reductase	1	contig_1	2	OIFKLK_00856;OIFKLK_05999
dTDP-D-glucose 4,6-dehydratase	1	contig_1	1	OIFKLK_05251
dTDP-glucose 4,6-dehydratase	1	contig_1	1	OIFKLK_05998
dTTP/UTP pyrophosphatase	1	contig_1	1	OIFKLK_05116
Dual-action ribosomal maturation protein DarP	1	contig_1	1	OIFKLK_05111
Dual-specificity RNA methyltransferase RlmN	1	contig_1	1	OIFKLK_01123
Dual-specificity RNA pseudouridine synthase RluF	1	contig_1	1	OIFKLK_04280
DUF1016 domain-containing protein	1	contig_1	1	OIFKLK_03798
DUF1049 domain-containing protein	1	contig_1	1	OIFKLK_03656
DUF112 domain-containing protein	1	contig_1	2	OIFKLK_03110;OIFKLK_04688
DUF1127 domain-containing protein	1	contig_1	3	OIFKLK_02167;OIFKLK_03281;OIFKLK_06296
DUF1145 domain-containing protein	1	contig_1	2	OIFKLK_04355;OIFKLK_04703
DUF1161 domain-containing protein	1	contig_1	2	OIFKLK_00044;OIFKLK_00068
DUF1232 domain-containing protein	1	contig_1	2	OIFKLK_00479;OIFKLK_01738
DUF1249 domain-containing protein	1	contig_1	1	OIFKLK_05788
DUF1275 domain-containing protein	1	contig_1	1	OIFKLK_00266
DUF1287 domain-containing protein	1	contig_1	1	OIFKLK_03807
DUF1302 domain-containing protein	1	contig_1	1	OIFKLK_03075
DUF1315 domain-containing protein	1	contig_1	1	OIFKLK_01918
DUF1320 domain-containing protein	1	contig_1	1	OIFKLK_00795
DUF1329 domain-containing protein	1	contig_1	3	OIFKLK_01003;OIFKLK_01922;OIFKLK_03076
DUF1427 domain-containing protein	1	contig_1	1	OIFKLK_04535
DUF1449 domain-containing protein	1	contig_1	1	OIFKLK_01208
DUF1456 domain-containing protein	1	contig_1	1	OIFKLK_04479
DUF1468 domain-containing protein	1	contig_1	2	OIFKLK_03109;OIFKLK_04687
DUF1488 domain-containing protein	1	contig_1	2	OIFKLK_02072;OIFKLK_04763
DUF1513 domain-containing protein	1	contig_1	1	OIFKLK_05007
DUF1631 domain-containing protein	1	contig_1	1	OIFKLK_05161
DUF1643 domain-containing protein	1	contig_1	1	OIFKLK_02439
DUF1653 domain-containing protein	1	contig_1	1	OIFKLK_01992
DUF1654 domain-containing protein	1	contig_1	1	OIFKLK_02866
DUF1656 domain-containing protein	1	contig_1	2	OIFKLK_01688;OIFKLK_04155
DUF1722 domain-containing protein	1	contig_1	1	OIFKLK_05428
DUF1780 domain-containing protein	1	contig_1	1	OIFKLK_05175
DUF1820 domain-containing protein	1	contig_1	1	OIFKLK_00944
DUF1826 domain-containing protein	1	contig_1	1	OIFKLK_06385
DUF1835 domain-containing protein	1	contig_1	1	OIFKLK_05628
DUF1850 domain-containing protein	1	contig_1	1	OIFKLK_06394
DUF1857 domain-containing protein	1	contig_1	1	OIFKLK_04179
DUF1883 domain-containing protein	1	contig_1	1	OIFKLK_03480
DUF1902 domain-containing protein	1	contig_1	1	OIFKLK_05334
DUF1911 domain-containing protein	1	contig_1	1	OIFKLK_03116
DUF1937 domain-containing protein	1	contig_1	1	OIFKLK_03979
DUF1963 domain-containing protein	1	contig_1	1	OIFKLK_01076
DUF1993 domain-containing protein	1	contig_1	1	OIFKLK_00063
DUF2007 domain-containing protein	1	contig_1	2	OIFKLK_01091;OIFKLK_05404
DUF2024 domain-containing protein	1	contig_1	1	OIFKLK_04452
DUF2058 domain-containing protein	1	contig_1	1	OIFKLK_04456
DUF2059 domain-containing protein	1	contig_1	2	OIFKLK_00326;OIFKLK_04543
DUF2061 domain-containing protein	1	contig_1	1	OIFKLK_01764
DUF2062 domain-containing protein	1	contig_1	1	OIFKLK_02021
DUF2063 domain-containing protein	1	contig_1	1	OIFKLK_01713
DUF2064 domain-containing protein	1	contig_1	1	OIFKLK_01635
DUF2065 domain-containing protein	1	contig_1	1	OIFKLK_05758
DUF2066 domain-containing protein	1	contig_1	1	OIFKLK_04446
DUF2069 domain-containing protein	1	contig_1	1	OIFKLK_04444
DUF2132 domain-containing protein	1	contig_1	1	OIFKLK_04277
DUF2135 domain-containing protein	1	contig_1	2	OIFKLK_05125;OIFKLK_05130
DUF2138 domain-containing protein	1	contig_1	1	OIFKLK_05129
DUF2149 domain-containing protein	1	contig_1	1	OIFKLK_03390
DUF2157 domain-containing protein	1	contig_1	1	OIFKLK_04706
DUF2169 domain-containing protein	1	contig_1	1	OIFKLK_00105
DUF2170 domain-containing protein	1	contig_1	1	OIFKLK_01806
DUF218 domain-containing protein	1	contig_1	2	OIFKLK_00938;OIFKLK_03245
DUF2185 domain-containing protein	1	contig_1	1	OIFKLK_02746
DUF2188 domain-containing protein	1	contig_1	2	OIFKLK_02698;OIFKLK_03139
DUF2190 domain-containing protein	1	contig_1	2	OIFKLK_00793;OIFKLK_01317
DUF2195 domain-containing protein	1	contig_1	1	OIFKLK_04238
DUF2213 domain-containing protein	1	contig_1	1	OIFKLK_02475
DUF2214 domain-containing protein	1	contig_1	1	OIFKLK_05642
DUF2218 domain-containing protein	1	contig_1	1	OIFKLK_00835
DUF2225 domain-containing protein	1	contig_1	1	OIFKLK_00762
DUF2231 domain-containing protein	1	contig_1	1	OIFKLK_02833
DUF2232 domain-containing protein	1	contig_1	1	OIFKLK_05749
DUF2239 domain-containing protein	1	contig_1	1	OIFKLK_01170
DUF2241 domain-containing protein	1	contig_1	1	OIFKLK_04998
DUF2269 domain-containing protein	1	contig_1	2	OIFKLK_00352;OIFKLK_00354
DUF2285 domain-containing protein	1	contig_1	1	OIFKLK_03785
DUF2288 domain-containing protein	1	contig_1	1	OIFKLK_04321
DUF2292 domain-containing protein	1	contig_1	1	OIFKLK_00299
DUF2333 domain-containing protein	1	contig_1	1	OIFKLK_05656
DUF2334 domain-containing protein	1	contig_1	1	OIFKLK_04944
DUF2339 domain-containing protein	1	contig_1	1	OIFKLK_05935
DUF2357 domain-containing protein	1	contig_1	1	OIFKLK_04590
DUF2383 domain-containing protein	1	contig_1	1	OIFKLK_03144
DUF2388 domain-containing protein	1	contig_1	4	OIFKLK_06051;OIFKLK_06311;OIFKLK_06313;OIFKLK_06317
DUF2470 domain-containing protein	1	contig_1	1	OIFKLK_05023
DUF2493 domain-containing protein	1	contig_1	1	OIFKLK_05634
DUF2514 domain-containing protein	1	contig_1	1	OIFKLK_02494
DUF2523 domain-containing protein	1	contig_1	6	OIFKLK_03034;OIFKLK_03042;OIFKLK_03051;OIFKLK_03060;OIFKLK_04849;OIFKLK_05459
DUF262 domain-containing protein	1	contig_1	1	OIFKLK_03865
DUF2730 domain-containing protein	1	contig_1	1	OIFKLK_00785
DUF2780 domain-containing protein	1	contig_1	1	OIFKLK_00482
DUF2782 domain-containing protein	1	contig_1	1	OIFKLK_06344
DUF2784 domain-containing protein	1	contig_1	1	OIFKLK_01599
DUF2786 domain-containing protein	1	contig_1	2	OIFKLK_00766;OIFKLK_05188
DUF2788 domain-containing protein	1	contig_1	1	OIFKLK_00958
DUF2789 domain-containing protein	1	contig_1	1	OIFKLK_02270
DUF2790 domain-containing protein	1	contig_1	5	OIFKLK_01573;OIFKLK_01772;OIFKLK_03199;OIFKLK_04152;OIFKLK_04524
DUF2796 domain-containing protein	1	contig_1	1	OIFKLK_00863
DUF2797 domain-containing protein	1	contig_1	1	OIFKLK_01919
DUF2802 domain-containing protein	1	contig_1	1	OIFKLK_00656
DUF2804 domain-containing protein	1	contig_1	2	OIFKLK_01647;OIFKLK_04544
DUF2809 domain-containing protein	1	contig_1	1	OIFKLK_01570
DUF2840 domain-containing protein	1	contig_1	1	OIFKLK_03780
DUF2845 domain-containing protein	1	contig_1	3	OIFKLK_04860;OIFKLK_05543;OIFKLK_05544
DUF2846 domain-containing protein	1	contig_1	1	OIFKLK_04970
DUF2857 domain-containing protein	1	contig_1	1	OIFKLK_05202
DUF2867 domain-containing protein	1	contig_1	1	OIFKLK_06160
DUF2868 domain-containing protein	1	contig_1	1	OIFKLK_00366
DUF2875 domain-containing protein	1	contig_1	1	OIFKLK_00270
DUF2897 domain-containing protein	1	contig_1	1	OIFKLK_02127
DUF2914 domain-containing protein	1	contig_1	1	OIFKLK_06327
DUF2934 domain-containing protein	1	contig_1	1	OIFKLK_03153
DUF2937 domain-containing protein	1	contig_1	1	OIFKLK_03935
DUF2946 domain-containing protein	1	contig_1	3	OIFKLK_00456;OIFKLK_01138;OIFKLK_01143
DUF2958 domain-containing protein	1	contig_1	1	OIFKLK_03794
DUF2970 domain-containing protein	1	contig_1	1	OIFKLK_03482
DUF2975 domain-containing protein	1	contig_1	2	OIFKLK_02234;OIFKLK_06249
DUF2993 domain-containing protein	1	contig_1	1	OIFKLK_00370
DUF3015 domain-containing protein	1	contig_1	1	OIFKLK_05343
DUF306 domain-containing protein	1	contig_1	1	OIFKLK_04468
DUF3077 domain-containing protein	1	contig_1	2	OIFKLK_02826;OIFKLK_03880
DUF3085 domain-containing protein	1	contig_1	2	OIFKLK_02638;OIFKLK_04759
DUF3094 domain-containing protein	1	contig_1	1	OIFKLK_05177
DUF3141 domain-containing protein	1	contig_1	1	OIFKLK_02559
DUF3142 domain-containing protein	1	contig_1	1	OIFKLK_06290
DUF3156 domain-containing protein	1	contig_1	1	OIFKLK_00854
DUF3158 domain-containing protein	1	contig_1	1	OIFKLK_02650
DUF3168 domain-containing protein	1	contig_1	1	OIFKLK_01719
DUF3218 domain-containing protein	1	contig_1	1	OIFKLK_03026
DUF3275 domain-containing protein	1	contig_1	3	OIFKLK_02636;OIFKLK_04757;OIFKLK_05234
DUF3298 domain-containing protein	1	contig_1	1	OIFKLK_05790
DUF3301 domain-containing protein	1	contig_1	1	OIFKLK_06365
DUF3303 domain-containing protein	1	contig_1	1	OIFKLK_04503
DUF3392 domain-containing protein	1	contig_1	1	OIFKLK_00407
DUF3489 domain-containing protein	1	contig_1	1	OIFKLK_00864
DUF349 domain-containing protein	1	contig_1	1	OIFKLK_02303
DUF3509 domain-containing protein	1	contig_1	6	OIFKLK_01204;OIFKLK_01581;OIFKLK_02284;OIFKLK_03148;OIFKLK_03468;OIFKLK_04633
DUF3530 domain-containing protein	1	contig_1	1	OIFKLK_00624
DUF3577 domain-containing protein	1	contig_1	2	OIFKLK_02637;OIFKLK_04758
DUF3613 domain-containing protein	1	contig_1	1	OIFKLK_04930
DUF3618 domain-containing protein	1	contig_1	1	OIFKLK_01961
DUF3649 domain-containing protein	1	contig_1	1	OIFKLK_04638
DUF3742 domain-containing protein	1	contig_1	2	OIFKLK_02592;OIFKLK_04720
DUF3859 domain-containing protein	1	contig_1	1	OIFKLK_03728
DUF3944 domain-containing protein	1	contig_1	1	OIFKLK_04612
DUF3999 domain-containing protein	1	contig_1	1	OIFKLK_05934
DUF4010 domain-containing protein	1	contig_1	1	OIFKLK_00050
DUF403 domain-containing protein	1	contig_1	1	OIFKLK_03600
DUF4031 domain-containing protein	1	contig_1	1	OIFKLK_01279
DUF4105 domain-containing protein	1	contig_1	2	OIFKLK_05344;OIFKLK_06314
DUF4123 domain-containing protein	1	contig_1	5	OIFKLK_01020;OIFKLK_01701;OIFKLK_02633;OIFKLK_04755;OIFKLK_05238
DUF4124 domain-containing protein	1	contig_1	5	OIFKLK_04958;OIFKLK_05499;OIFKLK_05943;OIFKLK_05944;OIFKLK_06172
DUF4136 domain-containing protein	1	contig_1	4	OIFKLK_00610;OIFKLK_05516;OIFKLK_05601;OIFKLK_05603
DUF4142 domain-containing protein	1	contig_1	2	OIFKLK_03183;OIFKLK_03209
DUF4175 domain-containing protein	1	contig_1	3	OIFKLK_01614;OIFKLK_02287;OIFKLK_02584
DUF4197 domain-containing protein	1	contig_1	1	OIFKLK_01262
DUF4224 domain-containing protein	1	contig_1	1	OIFKLK_02434
DUF423 domain-containing protein	1	contig_1	1	OIFKLK_00401
DUF4234 domain-containing protein	1	contig_1	1	OIFKLK_04261
DUF4280 domain-containing protein	1	contig_1	1	OIFKLK_02872
DUF4288 domain-containing protein	1	contig_1	1	OIFKLK_04578
DUF4340 domain-containing protein	1	contig_1	2	OIFKLK_00885;OIFKLK_01268
DUF4345 domain-containing protein	1	contig_1	2	OIFKLK_01141;OIFKLK_05517
DUF4349 domain-containing protein	1	contig_1	1	OIFKLK_01501
DUF4350 domain-containing protein	1	contig_1	1	OIFKLK_04954
DUF4354 domain-containing protein	1	contig_1	1	OIFKLK_03381
DUF4365 domain-containing protein	1	contig_1	1	OIFKLK_02438
DUF4375 domain-containing protein	1	contig_1	1	OIFKLK_00595
DUF4398 domain-containing protein	1	contig_1	1	OIFKLK_02109
DUF4399 domain-containing protein	1	contig_1	1	OIFKLK_00333
DUF4404 domain-containing protein	1	contig_1	1	OIFKLK_02209
DUF4406 domain-containing protein	1	contig_1	1	OIFKLK_01287
DUF4440 domain-containing protein	1	contig_1	1	OIFKLK_03929
DUF4442 domain-containing protein	1	contig_1	3	OIFKLK_02398;OIFKLK_03487;OIFKLK_05846
DUF465 domain-containing protein	1	contig_1	1	OIFKLK_05378
DUF469 domain-containing protein	1	contig_1	1	OIFKLK_03478
DUF4810 domain-containing protein	1	contig_1	1	OIFKLK_00054
DUF4823 domain-containing protein	1	contig_1	1	OIFKLK_02052
DUF484 domain-containing protein	1	contig_1	1	OIFKLK_06121
DUF4845 domain-containing protein	1	contig_1	1	OIFKLK_04670
DUF485 domain-containing protein	1	contig_1	2	OIFKLK_01766;OIFKLK_03090
DUF4870 domain-containing protein	1	contig_1	1	OIFKLK_06175
DUF488 domain-containing protein	1	contig_1	1	OIFKLK_04331
DUF4892 domain-containing protein	1	contig_1	1	OIFKLK_03710
DUF4893 domain-containing protein	1	contig_1	1	OIFKLK_03695
DUF4946 domain-containing protein	1	contig_1	1	OIFKLK_02687
DUF502 domain-containing protein	1	contig_1	1	OIFKLK_05987
DUF521 domain-containing protein	1	contig_1	1	OIFKLK_04127
DUF541 domain-containing protein	1	contig_1	1	OIFKLK_05133
DUF5629 domain-containing protein	1	contig_1	1	OIFKLK_01136
DUF5666 domain-containing protein	1	contig_1	1	OIFKLK_05700
DUF58 domain-containing protein	1	contig_1	3	OIFKLK_01932;OIFKLK_02136;OIFKLK_04956
DUF599 domain-containing protein	1	contig_1	1	OIFKLK_03743
DUF6094 domain-containing protein	1	contig_1	2	OIFKLK_02632;OIFKLK_04754
DUF6160 domain-containing protein	1	contig_1	4	OIFKLK_00328;OIFKLK_03569;OIFKLK_05476;OIFKLK_05478
DUF6285 domain-containing protein	1	contig_1	1	OIFKLK_03094
DUF6316 domain-containing protein	1	contig_1	1	OIFKLK_01533
DUF6436 domain-containing protein	1	contig_1	1	OIFKLK_00324
DUF6484 domain-containing protein	1	contig_1	1	OIFKLK_00104
DUF6531 domain-containing protein	1	contig_1	1	OIFKLK_01619
DUF6538 domain-containing protein	1	contig_1	1	OIFKLK_04575
DUF6985 domain-containing protein	1	contig_1	1	OIFKLK_00592
DUF72 domain-containing protein	1	contig_1	2	OIFKLK_01254;OIFKLK_03157
DUF736 domain-containing protein	1	contig_1	1	OIFKLK_03788
DUF748 domain-containing protein	1	contig_1	1	OIFKLK_02323
DUF805 domain-containing protein	1	contig_1	1	OIFKLK_00587
DUF808 domain-containing protein	1	contig_1	1	OIFKLK_03463
DUF883 domain-containing protein	1	contig_1	3	OIFKLK_01963;OIFKLK_02272;OIFKLK_03920
DUF904 domain-containing protein	1	contig_1	1	OIFKLK_06253
DUF924 domain-containing protein	1	contig_1	2	OIFKLK_02132;OIFKLK_05930
DUF934 domain-containing protein	1	contig_1	1	OIFKLK_03485
DUF937 domain-containing protein	1	contig_1	1	OIFKLK_01133
DUF945 domain-containing protein	1	contig_1	1	OIFKLK_03792
DUF962 domain-containing protein	1	contig_1	2	OIFKLK_00291;OIFKLK_01785
Dynamin N-terminal domain-containing protein	1	contig_1	1	OIFKLK_00413
Dyp-type peroxidase C-terminal domain-containing protein	1	contig_1	1	OIFKLK_02257
EAL domain-containing protein	1	contig_1	1	OIFKLK_00600
EamA domain-containing protein	1	contig_1	15	OIFKLK_00249;OIFKLK_00564;OIFKLK_01396;OIFKLK_01631;OIFKLK_01779;OIFKLK_02407;OIFKLK_02670;OIFKLK_03336;OIFKLK_03882;OIFKLK_04061;OIFKLK_04336;OIFKLK_04919;OIFKLK_05589;OIFKLK_05593;OIFKLK_06294
ECF family RNA polymerase sigma factor SbrI	1	contig_1	1	OIFKLK_02114
Ecotin	1	contig_1	1	OIFKLK_02269
Effector EagT6	1	contig_1	1	OIFKLK_00102
